N,alpha,ax,az,n_eff,vx,vx_scaled,vz,vz_scaled
500,0.239883291901949,10.0,1.0,0.2111380882113611,0.08871348244174837,0.8871348244174837,0.7888619117886388,0.7888619117886388
500,0.2754228703338166,0.3,1.0,0.06014141701624665,0.7316474089567718,0.21949422268703153,0.9398585829837534,0.9398585829837534
500,0.2754228703338166,1.0,1.0,0.1281159252509052,0.46757636952885107,0.46757636952885107,0.8718840747490948,0.8718840747490948
500,0.2754228703338166,10.0,1.0,0.2415845862472703,0.0881695570245512,0.881695570245512,0.7584154137527297,0.7584154137527297
500,0.31622776601683794,0.3,1.0,0.06925322626544243,0.7305192644034012,0.21915577932102034,0.9307467737345576,0.9307467737345576
500,0.31622776601683794,1.0,1.0,0.14484958403630607,0.4583847596085635,0.4583847596085635,0.8551504159636939,0.8551504159636939
500,0.31622776601683794,10.0,1.0,0.2779947845969505,0.08797303310030079,0.8797303310030079,0.7220052154030495,0.7220052154030495
500,0.3630780547701014,0.3,1.0,0.07859894750341914,0.7237472145802868,0.21712416437408602,0.9214010524965809,0.9214010524965809
500,0.3630780547701014,1.0,1.0,0.16403159351393845,0.45312594893353164,0.45312594893353164,0.8359684064860615,0.8359684064860615
500,0.3630780547701014,10.0,1.0,0.31560653193038934,0.087184124842649,0.8718412484264899,0.6843934680696107,0.6843934680696107
500,0.4168693834703353,0.3,1.0,0.08963378548690557,0.7182194349912305,0.21546583049736914,0.9103662145130944,0.9103662145130944
500,0.4168693834703353,1.0,1.0,0.1866148780028605,0.44859345673764545,0.44859345673764545,0.8133851219971395,0.8133851219971395
500,0.4168693834703353,10.0,1.0,0.3592275308053887,0.08635277182821843,0.8635277182821843,0.6407724691946113,0.6407724691946113
500,0.47863009232263826,0.3,1.0,0.10131386885153407,0.7065123350874063,0.2119537005262219,0.898686131148466,0.898686131148466
500,0.47863009232263826,1.0,1.0,0.21112440981579714,0.44168286572342497,0.44168286572342497,0.7888755901842028,0.7888755901842028
500,0.47863009232263826,10.0,1.0,0.40867584862503464,0.08549703946130432,0.8549703946130432,0.5913241513749654,0.5913241513749654
500,0.5495408738576245,0.3,1.0,0.11468948682571115,0.6976246157281699,0.20928738471845096,0.8853105131742889,0.8853105131742889
500,0.5495408738576245,1.0,1.0,0.23604711116842078,0.4307429035920087,0.4307429035920087,0.7639528888315792,0.7639528888315792
500,0.5495408738576245,10.0,1.0,0.4623901013530073,0.08437775572135169,0.8437775572135169,0.5376098986469927,0.5376098986469927
500,0.630957344480193,0.3,1.0,0.13034795643719424,0.6896717271809218,0.20690151815427654,0.8696520435628058,0.8696520435628058
500,0.630957344480193,1.0,1.0,0.2662888843344064,0.42268076878477207,0.42268076878477207,0.7337111156655935,0.7337111156655935
500,0.630957344480193,10.0,1.0,0.520759979232316,0.08266031416385969,0.8266031416385968,0.479240020767684,0.479240020767684
500,0.7244359600749899,0.3,1.0,0.1474517874070328,0.6788756326290645,0.20366268978871935,0.8525482125929672,0.8525482125929672
500,0.7244359600749899,1.0,1.0,0.2994045450202221,0.41354218925445047,0.41354218925445047,0.7005954549797779,0.7005954549797779
500,0.7244359600749899,10.0,1.0,0.583117681829869,0.08054111627484378,0.8054111627484378,0.416882318170131,0.416882318170131
500,0.8317637711026709,0.3,1.0,0.16657326445602474,0.6689689335583324,0.2006906800674997,0.8334267355439753,0.8334267355439753
500,0.8317637711026709,1.0,1.0,0.3327178907789889,0.4008649286493842,0.4008649286493842,0.667282109221011,0.667282109221011
500,0.8317637711026709,10.0,1.0,0.6479278582449044,0.07806359737890416,0.7806359737890416,0.3520721417550956,0.3520721417550956
500,0.9549925860214359,0.3,1.0,0.18665831209228817,0.6521953602106506,0.19565860806319518,0.8133416879077118,0.8133416879077118
500,0.9549925860214359,1.0,1.0,0.36874295138908453,0.3865230098418077,0.3865230098418077,0.6312570486109155,0.6312570486109155
500,0.9549925860214359,10.0,1.0,0.709851113620988,0.07440787354517694,0.7440787354517695,0.29014888637901204,0.29014888637901204
500,1.096478196143185,0.3,1.0,0.20998768046712168,0.638648663221173,0.1915945989663519,0.7900123195328783,0.7900123195328783
500,1.096478196143185,1.0,1.0,0.4077535972061839,0.37203795365527725,0.37203795365527725,0.5922464027938161,0.5922464027938161
500,1.096478196143185,10.0,1.0,0.766980103041807,0.06997993640892398,0.6997993640892398,0.23301989695819303,0.23301989695819303
500,1.2589254117941675,0.3,1.0,0.23511035132008726,0.6229739038688057,0.1868921711606417,0.7648896486799127,0.7648896486799127
500,1.2589254117941675,1.0,1.0,0.4477360352228321,0.3559109977923944,0.3559109977923944,0.5522639647771679,0.5522639647771679
500,1.2589254117941675,10.0,1.0,0.8153837795137203,0.06481588072446108,0.6481588072446108,0.18461622048627968,0.18461622048627968
500,1.4454397707459279,0.3,1.0,0.26192993428374733,0.6046397374971084,0.18139192124913253,0.7380700657162527,0.7380700657162527
500,1.4454397707459279,1.0,1.0,0.48841920748659085,0.3382404483979161,0.3382404483979161,0.5115807925134092,0.5115807925134092
500,1.4454397707459279,10.0,1.0,0.8544421626766628,0.05917189492220657,0.5917189492220657,0.14555783732333716,0.14555783732333716
500,1.6595869074375598,0.3,1.0,0.2907812470108785,0.5846024266402865,0.17538072799208596,0.7092187529891215,0.7092187529891215
500,1.6595869074375598,1.0,1.0,0.5302253163172557,0.31979814011897206,0.31979814011897206,0.46977468368274433,0.46977468368274433
500,1.6595869074375598,10.0,1.0,0.8852565334124597,0.053393035790860056,0.5339303579086006,0.11474346658754031,0.11474346658754031
500,1.9054607179632463,0.3,1.0,0.3220058174996203,0.5637356748942933,0.169120702468288,0.6779941825003797,0.6779941825003797
500,1.9054607179632463,1.0,1.0,0.5720310291255527,0.3004364648768659,0.3004364648768659,0.4279689708744473,0.4279689708744473
500,1.9054607179632463,10.0,1.0,0.9087781091511496,0.04772994270751837,0.4772994270751837,0.09122189084885035,0.09122189084885035
500,2.1877616239495516,0.3,1.0,0.35511520631031257,0.5414992471947432,0.16244977415842296,0.6448847936896874,0.6448847936896874
500,2.1877616239495516,1.0,1.0,0.6116513521607422,0.27980391224187656,0.27980391224187656,0.3883486478392578,0.3883486478392578
500,2.1877616239495516,10.0,1.0,0.926604525177562,0.042388130154508784,0.42388130154508785,0.07339547482243802,0.07339547482243802
500,2.5118864315095797,0.3,1.0,0.38906216572727265,0.5166828230109863,0.15500484690329588,0.6109378342727274,0.6109378342727274
500,2.5118864315095797,1.0,1.0,0.6506363382057972,0.2592176646238236,0.2592176646238236,0.34936366179420275,0.34936366179420275
500,2.5118864315095797,10.0,1.0,0.9403810023921598,0.03746537858136095,0.37465378581360953,0.059618997607840174,0.059618997607840174
500,2.8840315031266055,0.3,1.0,0.4239884601891226,0.49004676397263364,0.14701402919179007,0.5760115398108774,0.5760115398108774
500,2.8840315031266055,1.0,1.0,0.6869343446301408,0.2381880529230724,0.2381880529230724,0.3130656553698592,0.3130656553698592
500,2.8840315031266055,10.0,1.0,0.950769540083966,0.03296704369223183,0.3296704369223183,0.04923045991603403,0.04923045991603403
500,3.311311214825911,0.3,1.0,0.46093221376069177,0.46418148414974,0.13925444524492198,0.5390677862393083,0.5390677862393083
500,3.311311214825911,1.0,1.0,0.7215408733411366,0.21798817925714095,0.21798817925714095,0.2784591266588634,0.2784591266588634
500,3.311311214825911,10.0,1.0,0.9592107370017351,0.028979176344463294,0.2897917634446329,0.04078926299826491,0.04078926299826491
500,3.801893963205613,0.3,1.0,0.49778614029329715,0.43665450902920805,0.13099635270876242,0.5022138597067028,0.5022138597067028
500,3.801893963205613,1.0,1.0,0.752869811383843,0.19812363457469553,0.19812363457469553,0.247130188616157,0.247130188616157
500,3.801893963205613,10.0,1.0,0.9659155711219527,0.025418830818998754,0.25418830818998756,0.0340844288780473,0.0340844288780473
500,4.365158322401657,0.3,1.0,0.534394919061511,0.4081843255892996,0.12245529767678988,0.46560508093848896,0.46560508093848896
500,4.365158322401657,1.0,1.0,0.781517832480669,0.17908291303406715,0.17908291303406715,0.21848216751933103,0.21848216751933103
500,4.365158322401657,10.0,1.0,0.971333993354806,0.022257882524170623,0.22257882524170625,0.02866600664519403,0.02866600664519403
500,5.011872336272719,0.3,1.0,0.5709304173831902,0.3798605571411778,0.11395816714235332,0.42906958261680983,0.42906958261680983
500,5.011872336272719,1.0,1.0,0.8080918801455061,0.16129578446018086,0.16129578446018086,0.19190811985449385,0.19190811985449385
500,5.011872336272719,10.0,1.0,0.9757480781361729,0.019476009543636187,0.19476009543636186,0.024251921863827075,0.024251921863827075
500,5.754399373371567,0.3,1.0,0.6074105447793321,0.35187727075618824,0.10556318122685647,0.3925894552206679,0.3925894552206679
500,5.754399373371567,1.0,1.0,0.8312145796007454,0.14445856440749835,0.14445856440749835,0.1687854203992546,0.1687854203992546
500,5.754399373371567,10.0,1.0,0.9795006384618348,0.0170229516590517,0.170229516590517,0.02049936153816523,0.02049936153816523
500,6.6069344800759575,0.3,1.0,0.6415649723508079,0.32372841474962555,0.09711852442488766,0.3584350276491921,0.3584350276491921
500,6.6069344800759575,1.0,1.0,0.8518718127335029,0.1289542556363159,0.1289542556363159,0.14812818726649712,0.14812818726649712
500,6.6069344800759575,10.0,1.0,0.98254040165822,0.014873454460463518,0.14873454460463517,0.017459598341780014,0.017459598341780014
500,7.585775750291836,0.3,1.0,0.6740264411646418,0.29624931485787703,0.08887479445736311,0.32597355883535817,0.32597355883535817
500,7.585775750291836,1.0,1.0,0.8702619571812994,0.11474973064099413,0.11474973064099413,0.1297380428187006,0.1297380428187006
500,7.585775750291836,10.0,1.0,0.9850838163035348,0.012988974371090912,0.1298897437109091,0.01491618369646519,0.01491618369646519
500,8.709635899560805,0.3,1.0,0.7061245773896332,0.2702972658818072,0.08108917976454215,0.2938754226103668,0.2938754226103668
500,8.709635899560805,1.0,1.0,0.886559889938879,0.10180981740225988,0.10180981740225988,0.11344011006112098,0.11344011006112098
500,8.709635899560805,10.0,1.0,0.9872209284903247,0.01133694221968678,0.1133694221968678,0.012779071509675277,0.012779071509675277
500,10.0,0.3,1.0,0.7352641521679159,0.24508805072263862,0.07352641521679158,0.26473584783208415,0.26473584783208415
500,10.0,1.0,1.0,0.9009576986484507,0.09009576986484506,0.09009576986484506,0.09904230135154934,0.09904230135154934
500,10.0,10.0,1.0,0.989031551152289,0.00989031551152289,0.0989031551152289,0.010968448847710977,0.010968448847710977
