M,N,alpha,mse_x,mse_z,mx,mz,overlap_x,overlap_z,r0,replicate,tau_x,tau_z,v0,v_noise,vx,vz
10,1000,0.01,0.29062341197589175,1.0386144341051256,0.7852744004253294,0.007704917555392599,0.9416327244029882,0.009070888794286795,0,10,1.0164219270871073,1,1,0.3,0.2311475266617779,0.9922950824446074
10,1000,0.01,0.15764227211896675,1.037094844275507,0.7527364045493341,0.007642052134657518,1.1175658356706455,0.011641276032074628,0,11,0.9819979685890609,1,1,0.3,0.22926156403972675,0.9923579478653425
10,1000,0.01,0.33640921167860943,0.9865957703016335,0.7612928992292632,0.00766457634356299,0.9152691815448664,0.00905248505656575,0,12,0.9912301895361517,1,1,0.3,0.2299372903068885,0.992335423656437
10,1000,0.01,0.17426683419122035,0.9754480576546131,0.7639533628222308,0.007664098520686058,0.876919974991555,0.008594730158789081,0,13,0.9938763184428124,1,1,0.3,0.22992295562058168,0.9923359014793139
10,1000,0.01,0.20958465410890104,1.0610262178817371,0.7509960016803789,0.007639656641556858,0.7842733500453496,0.008377247917187608,0,14,0.9801857009270837,1,1,0.3,0.2291896992467048,0.9923603433584431
10,1000,0.01,0.16391512938976424,0.945810658756217,0.7825685428139195,0.00770268137099428,0.9615942680871447,0.009631956625427679,0,15,1.0136489839437481,1,1,0.3,0.2310804411298286,0.9922973186290057
10,1000,0.01,0.2185779843663589,0.9592561099318792,0.765655348916523,0.00767108623225321,0.2760769292456179,0.0027945094305483796,0,16,0.9957879358841184,1,1,0.3,0.23013258696759537,0.9923289137677468
10,1000,0.01,0.479484316170832,0.9760634882800316,0.7580698059811135,0.007655116558399011,0.6416096819113333,0.006237675918780951,0,17,0.9877233027330836,1,1,0.3,0.22965349675197017,0.992344883441601
10,1000,0.01,0.3732388524119185,0.9849169712353137,0.7542567564455332,0.007649219000530061,0.5812810623333684,0.006339127316383563,0,18,0.983733326461436,1,1,0.3,0.22947657001590274,0.9923507809994699
10,1000,0.01,0.07483392642273559,1.0477422707456212,0.7744400380421359,0.007685456263506918,0.40474732378879824,0.00435313073400345,0,19,1.0050037259473423,1,1,0.3,0.23056368790520637,0.9923145437364931
10,1000,0.01,0.48197580561422537,0.9743916550556536,0.5139287802679198,0.005024293138940594,0.42425597073855614,0.0038870658629992566,0,0,1.016358094161982,1,1,1.0,0.5024293138940623,0.9949757068610594
10,1000,0.01,0.37833969791864935,0.9935226901297098,0.5064331368896693,0.005008101097756623,0.9882712252898255,0.008990459118258094,0,1,1.0072432466653267,1,1,1.0,0.5008101097756574,0.9949918989022434
10,1000,0.01,0.5205847272484794,1.0139144252786059,0.5018358827386107,0.004987220443417595,0.6682231959798923,0.006954495466531697,0,2,1.0005579270803728,1,1,1.0,0.4987220443417621,0.9950127795565824
10,1000,0.01,0.716078555392912,1.032237467816473,0.49562633930508,0.004964312293860962,0.1847367783714425,0.0016737534130213828,0,3,0.9920575686911747,1,1,1.0,0.4964312293860947,0.995035687706139
10,1000,0.01,0.34757262977170406,0.9723829445807664,0.5106052666987424,0.00501750927804101,0.8775732215774685,0.009265435471496726,0,4,1.012356194502844,1,1,1.0,0.5017509278041017,0.994982490721959
10,1000,0.01,0.6626225663766218,1.0116008658711009,0.4798923892143427,0.004918813008504053,0.16430676751297232,0.001963186382050686,0,5,0.9717736900647533,1,1,1.0,0.49188130085041065,0.995081186991496
10,1000,0.01,0.3850500444458554,0.8656062012388445,0.49668760137893075,0.004968195178714829,0.5479329923176334,0.005972239218457691,0,6,0.9935071192504132,1,1,1.0,0.4968195178714825,0.9950318048212852
10,1000,0.01,0.44244925815443004,1.0356221753886725,0.4966492762363609,0.004971739022355703,0.8807957940449201,0.009383428402362217,0,7,0.993823178471926,1,1,1.0,0.4971739022355651,0.9950282609776443
10,1000,0.01,0.3682581719043975,0.9397822268541199,0.49371822869946413,0.004962909062684595,0.6416358774594282,0.0068429867498488225,0,8,0.9900091349679192,1,1,1.0,0.49629090626845507,0.9950370909373154
10,1000,0.01,0.28691791104747894,1.0168012947179457,0.5162164601120007,0.005032389079195676,0.6132435390327967,0.005613260645945835,0,9,1.0194553680315654,1,1,1.0,0.5032389079195647,0.9949676109208043
10,1000,0.01,0.30331365181553477,1.0066529970398164,0.4921864612666061,0.004950356267582334,1.007338877949891,0.00975713151663123,0,10,0.9872220880248432,1,1,1.0,0.49503562675823715,0.9950496437324177
10,1000,0.01,0.23869832037638755,1.0567283114455146,0.4956469165365489,0.004970155578361224,0.5550779006771214,0.005867450014583931,0,11,0.9926624743726705,1,1,1.0,0.4970155578361216,0.9950298444216388
10,1000,0.01,0.2970354206927662,1.0398941021941597,0.4922528501571542,0.004956899589876218,0.4602021064270846,0.004426660068451772,0,12,0.9879428091447735,1,1,1.0,0.4956899589876193,0.9950431004101238
10,1000,0.01,0.7758424889776795,1.0511056604617686,0.5055453779655513,0.005006641208191054,0.42662716160118264,0.004203981245049073,0,13,1.006209498784655,1,1,1.0,0.5006641208191037,0.994993358791809
10,1000,0.01,0.556295241922495,0.997911568927199,0.49509690419460145,0.004964849888420497,1.0939053459505537,0.010378490010204921,0,14,0.9915818930366482,1,1,1.0,0.4964849888420468,0.9950351501115795
10,1000,0.01,0.22697237515537294,0.9795606145236212,0.5118829075239038,0.00502736937560555,0.6294513881420983,0.006204951708821142,0,15,1.0146198450844577,1,1,1.0,0.5027369375605539,0.9949726306243944
10,1000,0.01,0.6697907053937084,1.0649379222908248,0.5096721745783293,0.005013028101247818,0.34297791978957753,0.003192102147351904,0,16,1.0109749847031062,1,1,1.0,0.501302810124777,0.9949869718987522
10,1000,0.01,0.27878645940174207,1.0012510791282594,0.49048830766021,0.0049486674845576895,0.2978624927175902,0.0033286987656250345,0,17,0.9853550561159814,1,1,1.0,0.4948667484557714,0.9950513325154423
10,1000,0.01,0.4744351616417378,0.9373265032171583,0.49385777625801675,0.004956886408687522,0.419168163258982,0.004250736532886085,0,18,0.9895464171267694,1,1,1.0,0.49568864086875264,0.9950431135913125
10,1000,0.01,0.3784333506185521,1.0171039732642293,0.5072873610240071,0.005003950466290985,0.6538179403624863,0.005813280430011784,0,19,1.007682407653103,1,1,1.0,0.500395046629096,0.994996049533709
11,1000,0.01148153621496883,0.10823779125269407,1.0084548356669656,0.9272123073852283,0.010004286045796063,0.8958299953913026,0.009243432095187586,0,0,1.0181603623470108,1,1,0.1,0.09094805496178245,0.9899957139542039
11,1000,0.01148153621496883,0.0544571187250369,1.0657841239403294,0.9049928562079808,0.009986751808962024,0.9428904581467156,0.009716005489355193,0,1,0.9957815090167265,1,1,0.1,0.09078865280874572,0.990013248191038
11,1000,0.01148153621496883,0.14026057982948667,0.9784571908935498,0.9228293484073307,0.010003235908042751,1.382417160301579,0.016794962152118634,0,2,1.0137678566622643,1,1,0.1,0.09093850825493369,0.9899967640919572
11,1000,0.01148153621496883,0.09418088863865187,1.0806061726653748,0.9314243073052636,0.010007791201990024,0.9975302305432124,0.01108664162228594,0,3,1.0224042273233545,1,1,0.1,0.09097992001809085,0.98999220879801
11,1000,0.01148153621496883,0.07684215680009349,0.9334622133265752,0.8968597952934552,0.00998003933263747,1.698253580724664,0.017812296679102897,0,4,0.9875874255901597,1,1,0.1,0.09072763029670451,0.9900199606673625
11,1000,0.01148153621496883,0.05896265719165734,1.0018334899810808,0.9093771436306324,0.009987955103646029,1.145144108354848,0.012313535039437308,0,5,1.0001767354819604,1,1,0.1,0.090799591851328,0.990012044896354
11,1000,0.01148153621496883,0.07357019999008076,0.9169334605975638,0.9114498293702714,0.00998948293745272,1.4722787881606372,0.015599179300767803,0,6,1.0022633106198418,1,1,0.1,0.09081348124957031,0.9900105170625473
11,1000,0.01148153621496883,0.04932978196472527,1.0263980810734947,0.8829505560951546,0.0099637511150944,0.7009820051323769,0.008273665827442477,0,7,0.973530111686922,1,1,0.1,0.09057955559176745,0.9900362488849056
11,1000,0.01148153621496883,0.07840215658678235,1.0282027007014123,0.9235537592090213,0.01000458820260508,0.797047723562024,0.008882441992074462,0,8,1.014504561050886,1,1,0.1,0.09095080184186473,0.9899954117973949
11,1000,0.01148153621496883,0.08665931071061352,1.0157255633811093,0.9188915930382948,0.01000021976691945,0.5538141438985247,0.006007215370457749,0,9,1.0098026818284715,1,1,0.1,0.09091108879017677,0.9899997802330806
11,1000,0.01148153621496883,0.07790056193268259,1.0118566135217648,0.9217705813907274,0.00999951494135598,1.0639395489735803,0.011700482333424092,0,10,1.0126752626757813,1,1,0.1,0.09090468128505394,0.990000485058644
11,1000,0.01148153621496883,0.07957989052832498,0.9758068711856731,0.9212488718999039,0.010000559226527317,1.1981080918874083,0.013656222080663057,0,11,1.0121630466865161,1,1,0.1,0.09091417478661218,0.9899994407734727
11,1000,0.01148153621496883,0.1490813041908808,0.9915877261421222,0.9039132362821511,0.009987768290226295,0.8800888630293151,0.009794058828764619,0,12,0.9947111298296634,1,1,0.1,0.09079789354751225,0.9900122317097737
11,1000,0.01148153621496883,0.11469002807484693,1.0051778442159198,0.9020353599426757,0.00998397750717972,1.181198115804517,0.014041005135251517,0,13,0.9927987918261276,1,1,0.1,0.09076343188345194,0.9900160224928203
11,1000,0.01148153621496883,0.11390762540814849,0.988795829095659,0.9027992147766296,0.009981118728961125,1.4813682712287788,0.017792251664969422,0,14,0.9935366577671855,1,1,0.1,0.09073744299055586,0.9900188812710389
11,1000,0.01148153621496883,0.060904475324955715,0.9519646206526486,0.9152672683239406,0.009992081945385367,1.0609774246929173,0.011139019502314135,0,15,1.0061043769183529,1,1,0.1,0.09083710859441232,0.9900079180546146
11,1000,0.01148153621496883,0.08292051067525073,0.9932253983819476,0.9215998436359367,0.010002035067199766,0.974872214445007,0.01027722215328875,0,16,1.012527435155935,1,1,0.1,0.09092759151999824,0.9899979649328002
11,1000,0.01148153621496883,0.08326567619297326,0.996541049090011,0.9089395701823972,0.009989713833250424,2.619208041866582,0.0288127799789914,0,17,0.9997551504846733,1,1,0.1,0.0908155803022761,0.9900102861667496
11,1000,0.01148153621496883,0.041090235551653635,1.0017341014835708,0.9149680778815097,0.009994292883568567,1.3597146194969396,0.014793300271972685,0,18,1.005825285913951,1,1,0.1,0.09085720803244128,0.9900057071164314
11,1000,0.01148153621496883,0.12058485705293762,1.0662010664150916,0.9190055308048359,0.009997564101368983,0.7472145699376078,0.0085254225639991,0,19,1.0098924771809175,1,1,0.1,0.0908869463760815,0.990002435898631
11,1000,0.01148153621496883,0.4014010227597176,0.963807624819577,0.7623035920990678,0.00842967083901014,1.1959283495255977,0.012871048150792042,0,0,0.9922037058902545,1,1,0.3,0.22990011379118666,0.9915703291609899
11,1000,0.01148153621496883,0.20727659421309969,1.0097714906067774,0.7642129645762737,0.008434178337067721,1.805822409460279,0.02045082443767802,0,1,0.9942360101326652,1,1,0.3,0.23002304555639141,0.9915658216629323
11,1000,0.01148153621496883,0.37973889794009996,0.9417166808953497,0.7805683298784427,0.00846193140477658,0.906405802886798,0.009809572327773972,0,2,1.0113482772814415,1,1,0.3,0.23077994740299876,0.9915380685952234
11,1000,0.01148153621496883,0.38235094011756277,0.9459685815018465,0.7772872170005132,0.008458073808931599,0.9007365924455748,0.009141137541281845,0,3,1.007961957244102,1,1,0.3,0.23067474024358886,0.9915419261910684
11,1000,0.01148153621496883,0.12720658119455763,1.0229178399216226,0.756523707943979,0.00841619302883756,0.5296703887969891,0.006011383356548467,0,4,0.9860562450940941,1,1,0.3,0.22953253715011504,0.9915838069711624
11,1000,0.01148153621496883,0.11475679903143786,0.9974525812666487,0.7732799343015533,0.00844194982235491,0.6236287983573049,0.0075573019856485365,0,5,1.0035149294566863,1,1,0.3,0.230234995155133,0.9915580501776451
11,1000,0.01148153621496883,0.24932981425787668,1.0132611806622185,0.783646352787995,0.008476792101705932,0.4067599606788699,0.0046118954014428976,0,6,1.014831591925429,1,1,0.3,0.2311852391374339,0.9915232078982941
11,1000,0.01148153621496883,0.32039496317508004,1.0549525220609508,0.7645157983834024,0.008433025433247199,0.519364984584244,0.00579349825427486,0,7,0.9945074011083264,1,1,0.3,0.22999160272492394,0.9915669745667528
11,1000,0.01148153621496883,0.17133448873080953,0.987297986185393,0.7824319531978058,0.008475337260281046,1.8930753713945614,0.018897280643225975,0,8,1.0135775148418336,1,1,0.3,0.23114556164402777,0.991524662739719
11,1000,0.01148153621496883,0.3777258457010006,1.0182760206678638,0.7672701201595343,0.00844245381050246,0.4443594046450212,0.0050202071475269556,0,9,0.9975188604459665,1,1,0.3,0.23024874028643216,0.9915575461894975
11,1000,0.01148153621496883,0.16992765490961043,0.9331765452511063,0.7708442425450723,0.008449435244002212,0.6207675952176518,0.006915957550207846,0,10,1.0012833855633145,1,1,0.3,0.2304391430182422,0.9915505647559978
11,1000,0.01148153621496883,0.20315780877771505,0.985575010664707,0.7598520393568041,0.00841663740924159,0.26743706522001026,0.0027625106462737204,0,11,0.9893966959724825,1,1,0.3,0.22954465661567838,0.9915833625907584
11,1000,0.01148153621496883,0.24452632982137176,1.0776434094165956,0.7877497951514089,0.008487906053424532,0.8288855258310704,0.008317281051957214,0,12,1.0192381420629877,1,1,0.3,0.2314883469115788,0.9915120939465755
11,1000,0.01148153621496883,0.15885982538790475,1.0090728687496482,0.7805127472235873,0.008466046796234417,0.27972202533417106,0.0031807941111497906,0,13,1.0114049325754346,1,1,0.3,0.2308921853518473,0.9915339532037656
11,1000,0.01148153621496883,0.32921025010446975,0.8828950536662158,0.772539013624188,0.008451104323931813,0.506696022955269,0.006032844986689229,0,14,1.0030236770041476,1,1,0.3,0.23048466337995963,0.9915488956760682
11,1000,0.01148153621496883,0.40022822560725885,1.0593531418164337,0.7785183479385835,0.008464379052215198,0.665357425507582,0.007137920386809322,0,15,1.009365049362635,1,1,0.3,0.23084670142405145,0.9915356209477848
11,1000,0.01148153621496883,0.2209846101359734,0.9715373617872897,0.7832776457947984,0.008466962810575573,0.822620701170893,0.0098145587983246,0,16,1.0141948133559517,1,1,0.3,0.23091716756115332,0.9915330371894244
11,1000,0.01148153621496883,0.15400142621603677,0.9640448834243033,0.7645593288463646,0.00843497355036782,0.7748540867044101,0.008892553584025227,0,17,0.9946040620382142,1,1,0.3,0.23004473319184965,0.9915650264496322
11,1000,0.01148153621496883,0.2058939747601322,1.0299636717357321,0.7727746923777932,0.00845517182922606,0.5767887783247881,0.005954400656056604,0,18,1.0033702877203223,1,1,0.3,0.23059559534252919,0.9915448281707739
11,1000,0.01148153621496883,0.17418263171441628,0.9948028455496508,0.7836116903964098,0.00847582381390699,0.35403171147646834,0.0037081618504460775,0,19,1.014770521684782,1,1,0.3,0.23115883128837225,0.991524176186093
11,1000,0.01148153621496883,0.5522250813591139,1.0076313805316313,0.5020745305072625,0.005485148970873599,0.49241213794669325,0.005149030400962978,0,0,1.0007244369503219,1,1,1.0,0.49864990644305934,0.9945148510291264
11,1000,0.01148153621496883,0.48970669114984333,0.9924090118499996,0.5114361664845191,0.005527011396251891,0.7168134617786739,0.0077278632004088915,0,1,1.0138917479619651,1,1,1.0,0.5024555814774461,0.9944729886037481
11,1000,0.01148153621496883,0.3455126747488554,1.0868810121952155,0.49179763791011416,0.005443815130245833,0.7989913604952252,0.008797753302393144,0,2,0.986689922477919,1,1,1.0,0.4948922845678048,0.9945561848697542
11,1000,0.01148153621496883,0.48449947249132064,1.0177767103048905,0.5214833120800578,0.005550065113889224,0.7690141297188918,0.007970033189376235,0,3,1.0260346860699876,1,1,1.0,0.5045513739899298,0.9944499348861108
11,1000,0.01148153621496883,0.706905599273311,0.9755648185432251,0.49887671358169416,0.005472192085500205,0.30994028750714836,0.0031551881914648615,0,4,0.9963487213544368,1,1,1.0,0.4974720077727426,0.9945278079144998
11,1000,0.01148153621496883,0.6258590850491278,1.038094706440203,0.5127556802016425,0.005530127987463218,0.6277290536235332,0.006666405520269838,0,5,1.015494588152844,1,1,1.0,0.5027389079512016,0.9944698720125368
11,1000,0.01148153621496883,0.7761336283388108,0.9784996462721043,0.4969042070439456,0.005464298344403429,0.05448834158306139,0.0004531709660112949,0,6,0.9936586019897168,1,1,1.0,0.49675439494577117,0.9945357016555966
11,1000,0.01148153621496883,0.5344006342636886,0.9854957930901007,0.5080644142434574,0.005508616583270842,0.46855878649574073,0.005304758490489455,0,7,1.0088477399953486,1,1,1.0,0.5007833257518912,0.9944913834167292
11,1000,0.01148153621496883,0.49397259428274687,1.0382493816203198,0.49582079585430155,0.005456704989796113,0.5839245167481816,0.006214336746468913,0,8,0.9918848858357644,1,1,1.0,0.49606408998146284,0.9945432950102039
11,1000,0.01148153621496883,0.6513197630579172,0.9806068116333397,0.5080062007511893,0.0055080354823352495,0.4764659036108498,0.005152531567661532,0,9,1.0087366991453008,1,1,1.0,0.5007304983941115,0.9944919645176648
11,1000,0.01148153621496883,0.5413576531761866,0.9416534552906062,0.5054916923827227,0.005502511353612793,0.6526424816380196,0.0065548258490966665,0,10,1.0057199972566158,1,1,1.0,0.500228304873893,0.9944974886463872
11,1000,0.01148153621496883,0.5232914017973832,1.0321075203736068,0.5031157689746985,0.005490220310582883,0.7030275811261041,0.007553886737618238,0,11,1.0022267063004173,1,1,1.0,0.4991109373257189,0.9945097796894171
11,1000,0.01148153621496883,1.2869641861030774,1.04428737492265,0.48973005988535506,0.005440327872296868,0.15011546312691107,0.0018693529475402695,0,12,0.9843053210032515,1,1,1.0,0.49457526111789646,0.9945596721277031
11,1000,0.01148153621496883,0.3605811309011052,0.9159442867221933,0.521450051674698,0.005558522763147056,1.3559167402477033,0.013847292017387613,0,13,1.0267703028698898,1,1,1.0,0.5053202511951917,0.9944414772368529
11,1000,0.01148153621496883,0.5379750691716763,0.9914930737760647,0.5005716900077621,0.005481470419971046,0.21728241875538137,0.002348918411229813,0,14,0.9988871827324054,1,1,1.0,0.4983154927246432,0.994518529580029
11,1000,0.01148153621496883,0.4341124644694746,1.0171187786632316,0.5008360907759175,0.005486196799243892,1.4752196905205783,0.01688352943829814,0,15,0.9995812543435474,1,1,1.0,0.4987451635676298,0.9945138032007561
11,1000,0.01148153621496883,0.14209876814218425,1.0206024815668038,0.4829356687156493,0.005411659976313654,0.5188427449917252,0.00556709257765778,0,16,0.9749047574714372,1,1,1.0,0.49196908875578793,0.9945883400236863
11,1000,0.01148153621496883,0.3672514752629958,1.0594592569136396,0.49017604920609326,0.0054398376144582095,0.3981577065494968,0.0046454817837188675,0,17,0.9847067414295687,1,1,1.0,0.49453069222347545,0.9945601623855418
11,1000,0.01148153621496883,0.5847466649890987,0.9817359829815682,0.513415183175189,0.005522787233221638,0.15544489706968342,0.001803206682676089,0,18,1.0154867498316973,1,1,1.0,0.5020715666565083,0.9944772127667784
11,1000,0.01148153621496883,1.4601515950074864,1.050739381472065,0.5065141752357176,0.005489316130729005,0.08279193301828257,0.0005803504452695172,0,19,1.0055429143928967,1,1,1.0,0.49902873915717905,0.994510683869271
13,1000,0.013182567385564075,0.059319734234688906,0.9657069061598038,0.903241182712895,0.011799993642173212,1.1551335679994548,0.015951428743904535,0,0,0.9940103645757656,1,1,0.1,0.09076918186287065,0.9882000063578268
13,1000,0.013182567385564075,0.04938242954666279,1.0260280816186784,0.9003667641046437,0.011797735632384176,1.111455320405288,0.015152153441410136,0,1,0.9911185766614451,1,1,0.1,0.09075181255680145,0.9882022643676158
13,1000,0.013182567385564075,0.09356286095006894,1.0566629791381685,0.9046911309927256,0.011800862587737049,0.7363235978928893,0.009571411818807522,0,2,0.9954669970522411,1,1,0.1,0.09077586605951544,0.988199137412263
13,1000,0.013182567385564075,0.17757000742693424,1.0997584276681598,0.9372243909016714,0.011832294134731969,0.4947522394511997,0.006297280397344412,0,3,1.0282420380919175,1,1,0.1,0.09101764719024603,0.988167705865268
13,1000,0.013182567385564075,0.13533157025053683,1.0457448102750266,0.9148909244730169,0.011812083423510367,1.6479430815640905,0.020587041589167982,0,4,1.005753104653866,1,1,0.1,0.09086218018084902,0.9881879165764896
13,1000,0.013182567385564075,0.03817890505563157,0.9736772433155754,0.9341763758847575,0.011834190482270635,1.2681799679303307,0.016993813861598647,0,5,1.0252086103637625,1,1,0.1,0.09103223447900502,0.9881658095177294
13,1000,0.013182567385564075,0.11655121499401118,1.0536907936628577,0.901126180098852,0.011795448958994204,0.38866151717381897,0.005040428293424392,0,6,0.9918604028603463,1,1,0.1,0.09073422276149419,0.9882045510410058
13,1000,0.013182567385564075,0.13250850290819927,1.0048389238584678,0.9077781107488336,0.011805086422984168,0.6027223813987694,0.008137374909499591,0,7,0.9985864678487117,1,1,0.1,0.09080835709987808,0.9881949135770158
13,1000,0.013182567385564075,0.04309850491308983,0.9197051616757281,0.9163711811257577,0.011811667392614855,1.0673566150421185,0.013245265012816244,0,8,1.0072301610689491,1,1,0.1,0.09085897994319143,0.9881883326073851
13,1000,0.013182567385564075,0.20170948661604,0.9785207205192719,0.903705137576438,0.011799244501933925,0.6488932130171676,0.008935320154227717,0,9,0.9944685568220832,1,1,0.1,0.09076341924564527,0.9882007554980661
13,1000,0.013182567385564075,0.12054832451371165,0.985164333837353,0.8826917928033661,0.011774482487919236,0.5857006435977035,0.007736917390780939,0,10,0.9732647350181292,1,1,0.1,0.09057294221476307,0.9882255175120808
13,1000,0.013182567385564075,0.08372217138144475,0.9886079936610829,0.8853035698001307,0.011779702931741465,1.4256621805793845,0.018627382974259036,0,11,0.9759166692750652,1,1,0.1,0.0906130994749345,0.9882202970682585
