N,mse,n_iter_ep,n_iter_se,overlap,p_pos,prior_type,rho,v_ep,v_se,var_noise
1000,0.9935705094859598,2,2,0.032027279761829536,,gaussian,,0.9640636248598824,0.9640636248598824,26.826957952797247
1000,1.0424392756140912,2,2,0.03067934877783039,,gaussian,,0.970037072017529,0.970037072017529,32.374575428176435
1000,0.9478677583293377,2,2,0.020482738396577587,,gaussian,,0.9750432994826702,0.9750432994826702,39.06939937054613
1000,1.050045265395497,2,2,0.020496557888659606,,gaussian,,0.9792309915891012,0.9792309915891012,47.1486636345739
1000,0.955337040839205,2,2,0.01133809507624363,,gaussian,,0.9827284431973368,0.9827284431973368,56.89866029018293
1000,0.920596222678041,2,2,0.01383945985801008,,gaussian,,0.9856455658087853,0.9856455658087853,68.66488450042998
1000,0.9766110654747001,2,2,0.013592484618506514,,gaussian,,0.9880759718873382,0.9880759718873382,82.86427728546842
1000,0.9305045450617905,2,2,0.010792852709042063,,gaussian,,0.9900990099009901,0.9900990099009901,100.0
1000,0.0,3,3,1.0,0.25,binary,,9.99999999e-12,9.99999999e-12,0.01
1000,0.0,3,3,1.0,0.5,binary,,9.99999999e-12,9.99999999e-12,0.01
1000,0.0,3,3,1.0,0.25,binary,,9.999999991713572e-12,9.999999991713572e-12,0.012067926406393288
1000,0.0,3,3,1.0,0.5,binary,,9.999999991713572e-12,9.999999991713572e-12,0.012067926406393288
1000,0.0,3,3,1.0,0.25,binary,,9.999999993133512e-12,9.999999993133512e-12,0.014563484775012436
1000,0.0,3,3,1.0,0.5,binary,,9.999999993133512e-12,9.999999993133512e-12,0.014563484775012436
1000,0.0,3,3,1.0,0.25,binary,,9.999999994310134e-12,9.999999994310134e-12,0.017575106248547922
1000,0.0,3,3,1.0,0.5,binary,,9.999999994310134e-12,9.999999994310134e-12,0.017575106248547922
1000,0.0,3,3,1.0,0.25,binary,,9.999999995285133e-12,9.999999995285133e-12,0.021209508879201904
1000,0.0,3,3,1.0,0.5,binary,,9.999999995285133e-12,9.999999995285133e-12,0.021209508879201904
1000,1.232595164407831e-35,3,3,1.0,0.25,binary,,9.99999999609306e-12,2.3944852182837413e-10,0.025595479226995357
1000,1.232595164407831e-35,3,3,1.0,0.5,binary,,9.99999999609306e-12,1.948937165641766e-10,0.025595479226995357
1000,1.2898247957821532e-26,3,3,0.9999999999999963,0.25,binary,,9.999999996762542e-12,1.7104192493081113e-08,0.030888435964774818
1000,1.1987822929958704e-17,3,3,0.9999999998904948,0.5,binary,,2.1901049951367214e-10,1.983630764469747e-08,0.030888435964774818
1000,3.940872951316581e-20,3,3,0.999999999993556,0.25,binary,,1.2888224043550167e-11,2.9871118571386017e-07,0.0372759372031494
1000,1.275631152230641e-22,3,3,0.9999999999994413,0.5,binary,,9.999999997317304e-12,3.4671247201370444e-07,0.0372759372031494
1000,5.5462740121396294e-17,3,3,0.9999999996226427,0.25,binary,,7.547145071118423e-10,3.238822407605346e-06,0.04498432668969444
1000,3.007387515428571e-20,3,3,0.9999999999896347,0.5,binary,,2.073071847519259e-11,3.7629822894549687e-06,0.04498432668969444
1000,1.8939832013907275e-12,3,3,0.9999999519218222,0.25,binary,,9.615446142896555e-08,2.364846942383463e-05,0.054286754393238594
1000,4.788129137103362e-12,3,3,0.9999999084784867,0.5,binary,,1.8303823847154456e-07,2.750717241741001e-05,0.054286754393238594
1000,5.951674845923839e-05,3,3,0.9997536067730456,0.25,binary,,0.0004332697054497409,0.0001243703718065956,0.0655128556859551
1000,1.7849894170627247e-07,3,3,0.999985902763978,0.5,binary,,2.801597310212245e-05,0.00014485727453981243,0.0655128556859551
1000,4.133809631797795e-07,3,3,0.9999492828622016,0.25,binary,,0.00010102089463371035,0.0004981039158580772,0.07906043210907697
1000,1.9298369282870215e-07,3,3,0.9999767841462298,0.5,binary,,4.62387238477271e-05,0.0005810544258357553,0.07906043210907697
1000,0.007638158839082933,3,3,0.9950356988218044,0.25,binary,,0.0022904435173081187,0.0015908778752832175,0.09540954763499938
1000,0.00014202652518039975,3,3,0.9995082048809615,0.5,binary,,0.0008415637128967626,0.0018591352028579679,0.09540954763499938
1000,0.0005637430791832217,3,3,0.997894364550911,0.25,binary,,0.0036475278189948743,0.004209600851117949,0.1151395399326447
1000,0.003765826063337971,3,3,0.995369049651248,0.5,binary,,0.00549607463416631,0.00492954673079403,0.1151395399326447
1000,0.010489494076621527,3,3,0.9883993387904121,0.25,binary,,0.01271182834255434,0.009524611357101531,0.13894954943731375
1000,0.0062097655874971125,3,3,0.9919075863198331,0.5,binary,,0.009975061772836696,0.011179710353161966,0.13894954943731375
1000,0.03493181148367851,3,3,0.9706269107169928,0.25,binary,,0.02381436708233599,0.01891493727412567,0.16768329368110074
1000,0.040832677525681337,3,3,0.9646918416952056,0.5,binary,,0.02978363908390746,0.022260794167683638,0.16768329368110074
1000,0.02634610781673904,3,3,0.9718653770604188,0.25,binary,,0.02992313806242347,0.03369033466520564,0.20235896477251566
1000,0.03974306151836385,3,3,0.9609458956442054,0.5,binary,,0.0383651471932253,0.039768352191295035,0.20235896477251566
1000,0.0576614813817603,3,3,0.9431064425457967,0.25,binary,,0.05612563352664658,0.05479255316901286,0.2442053094548651
1000,0.05208735868911228,3,3,0.9489746475889548,0.5,binary,,0.04996334613297809,0.06489354984394789,0.2442053094548651
1000,0.10894351543272014,3,3,0.9010338987104897,0.25,binary,,0.08898868714630041,0.08258278845019956,0.29470517025518095
1000,0.0869400299168386,3,3,0.9057035465536644,0.5,binary,,0.10165287697583254,0.09816876435393089,0.29470517025518095
1000,0.11566223848860212,3,3,0.8804441150153411,0.25,binary,,0.12344953148071543,0.1167728546418993,0.35564803062231287
1000,0.12827898026289128,3,3,0.8668216117684099,0.5,binary,,0.13807779620028918,0.1393758418780396,0.35564803062231287
1000,0.1614916270608399,3,3,0.8367674331795734,0.25,binary,,0.1649735065800135,0.1564953599998875,0.42919342601287763
1000,0.18225824933127038,3,3,0.8151172435341562,0.5,binary,,0.18750726360041745,0.1876140696957534,0.42919342601287763
1000,0.20005925006359043,3,3,0.7948926101189588,0.25,binary,,0.2101555296984919,0.20046659617303497,0.517947467923121
1000,0.21842933611710427,3,3,0.7780582517492017,0.5,binary,,0.22545416038449217,0.24147668244537807,0.517947467923121
1000,0.23009965445648162,3,3,0.7689660306681702,0.25,binary,,0.2319682842071781,0.24718446038988368,0.6250551925273969
1000,0.30729565206860376,3,3,0.7001696320762969,0.5,binary,,0.2923650837788025,0.2992708355921263,0.6250551925273969
1000,0.28880240402995333,3,3,0.7082179330281869,0.25,binary,,0.29476172991367283,0.2951142756104565,0.7543120063354615
1000,0.3571908565820654,3,3,0.6388853221409138,0.5,binary,,0.3650384991361068,0.35922734323484623,0.7543120063354615
1000,0.30735205329568294,3,3,0.6764910786014228,0.25,binary,,0.33966578950147164,0.34283463710468415,0.9102981779915218
1000,0.43027306345659566,3,3,0.5799048767815,0.5,binary,,0.4099171829804043,0.4196680736843411,0.9102981779915218
1000,0.403051230632223,3,3,0.5983028140011742,0.25,binary,,0.4003431413654284,0.3891335064204927,1.0985411419875584
1000,0.4616856784772201,3,3,0.5352491632607352,0.5,binary,,0.46781599500130944,0.4791193698135192,1.0985411419875584
1000,0.478997714145294,3,3,0.5386561232987345,0.25,binary,,0.44369003925723716,0.43305724289924347,1.325711365590108
1000,0.5312122377982066,3,3,0.47111332993356525,0.5,binary,,0.5265611023346629,0.5363740240456961,1.325711365590108
1000,0.48655571293973604,3,3,0.5235311742231564,0.25,binary,,0.46638193861395105,0.47392170480474,1.5998587196060574
1000,0.6552742496697842,3,3,0.3661987516191582,0.5,binary,,0.6123282470918991,0.5905116470307663,1.5998587196060574
1000,0.487643277108525,3,3,0.5078233471161439,0.25,binary,,0.49671002865918695,0.5112964729260822,1.9306977288832496
1000,0.6489350091035674,3,3,0.3514323615564257,0.5,binary,,0.6482002677835812,0.6408894078163221,1.9306977288832496
1000,0.5633854756572583,3,3,0.4358465581084057,0.25,binary,,0.5649214081259303,0.5449725121384751,2.329951810515372
1000,0.6864960969461154,3,3,0.31448098245920547,0.5,binary,,0.6845419381354736,0.6871142239408796,2.329951810515372
1000,0.5729788831096424,3,3,0.4253555732238216,0.25,binary,,0.5763099704427143,0.5749216674121369,2.811768697974228
1000,0.7655380829178797,3,3,0.25572735754420056,0.5,binary,,0.7230072019937193,0.7290052586343642,2.811768697974228
1000,0.5513699597233028,3,3,0.4280861490843569,0.25,binary,,0.5924577421079834,0.6012542058769582,3.3932217718953264
1000,0.7784103371168076,1,3,0.21673499926958859,0.5,binary,,0.7723766174525308,0.7665531198072026,3.3932217718953264
1000,0.6259829722798904,3,3,0.3716396485188385,0.25,binary,,0.6307377306824326,0.6241786192781162,4.094915062380423
1000,0.782368164284367,3,3,0.20955399318721754,0.5,binary,,0.798523849341198,0.7998799911394885,4.094915062380423
1000,0.705254051280732,1,3,0.31661188175212135,0.25,binary,,0.651172113862535,0.6439662538069402,4.941713361323833
1000,0.8302262688590525,3,3,0.16945944590046555,0.5,binary,,0.8308548393400165,0.8292032418350462,4.941713361323833
1000,0.6428434488306415,3,3,0.34582549649411304,0.25,binary,,0.6655055581811326,0.6609220541828086,5.963623316594643
1000,0.8299894613114971,3,3,0.16110847450516463,0.5,binary,,0.8477935896781736,0.854803849864648,5.963623316594643
1000,0.6529836770997,3,3,0.3376428956018385,0.25,binary,,0.6717305316966231,0.675361760575291,7.196856730011514
1000,0.8281963665649107,3,3,0.14876269807189504,0.5,binary,,0.8742782372912993,0.8770001478855869,7.196856730011514
1000,0.6945199970996052,3,3,0.3082707946911538,0.25,binary,,0.6889384135180873,0.6875952357942122,8.68511373751352
1000,0.8678084199834489,3,3,0.11852708550130578,0.5,binary,,0.8951374090139395,0.8961268624028026,8.68511373751352
1000,0.7043344217188791,1,3,0.29066322888159885,0.25,binary,,0.699915998407109,0.6979151842069677,10.481131341546853
1000,0.9084414548201347,3,3,0.09270531151259315,0.5,binary,,0.9061479221546789,0.9125190812452729,10.481131341546853
1000,0.6784898557935055,3,3,0.3160990035055704,0.25,binary,,0.6893121371953537,0.7065903120432088,12.648552168552959
1000,0.9256656182301487,1,3,0.07370609495631292,0.5,binary,,0.9267321553487513,0.9265005905688475,12.648552168552959
1000,0.7419840408512585,1,3,0.2667683712286267,0.25,binary,,0.7148748789179502,0.7138619273840816,15.264179671752318
1000,0.9611121663567478,3,3,0.05168960392874921,0.5,binary,,0.9355086257857537,0.9383759282718624,15.264179671752318
1000,0.7678610438989976,1,3,0.25430068067791,0.25,binary,,0.7206583479476468,0.7199430408018813,18.420699693267146
1000,0.9533450151043532,1,3,0.048752164166542045,0.5,binary,,0.9485085493419847,0.9484254771709532,18.420699693267146
1000,0.6908984263923699,1,3,0.2900323956709596,0.25,binary,,0.7255221557440488,0.7250191590276622,22.229964825261934
1000,0.9510593220731369,1,3,0.04566364916837668,0.5,binary,,0.9569521517780117,0.956902947655829,22.229964825261934
1000,0.744153928169544,1,3,0.25924128954646813,0.25,binary,,0.7296025362564349,0.7292501250370272,26.826957952797247
1000,0.971407044345704,1,3,0.031570271092248574,0.5,binary,,0.9640636248598824,0.9640346593146167,26.826957952797247
1000,0.7224275406892201,3,3,0.27482932859336595,0.25,binary,,0.727913802124048,0.7327725192612876,32.374575428176435
1000,0.9602068697984939,1,3,0.03412418219310314,0.5,binary,,0.970037072017529,0.9700201104435472,32.374575428176435
1000,0.7418593109429148,3,3,0.2629129125119724,0.25,binary,,0.7323148640331403,0.7357022799231199,39.06939937054613
1000,0.9878845223187044,1,3,0.018231862606636305,0.5,binary,,0.9750432994826702,0.9750334120563499,39.06939937054613
1000,0.724146569099367,3,3,0.2692562450059793,0.25,binary,,0.7373409408886746,0.7381373171532801,47.1486636345739
1000,0.9894990584812972,3,3,0.016004349911435234,0.5,binary,,0.9784922416958325,0.9792252501322203,47.1486636345739
1000,0.7280466246780143,1,3,0.26369377161721097,0.25,binary,,0.7402426180041554,0.7401599840824578,56.89866029018293
1000,0.979126237912094,3,3,0.01920270561438977,0.5,binary,,0.9824683508591263,0.9827251201610104,56.89866029018293
1000,0.7124097689820459,3,3,0.27332958129950374,0.25,binary,,0.7409310684189466,0.7418393313131153,68.66488450042998
1000,0.9847217788958499,3,3,0.014980914112522272,0.5,binary,,0.9853163928791053,0.9856436478423753,68.66488450042998
1000,0.6708479913286471,1,3,0.292786326228,0.25,binary,,0.7432726799984224,0.7432331137704535,82.86427728546842
1000,0.9775527547196163,1,3,0.01700727017993882,0.5,binary,,0.9880759718873382,0.988074867482548,82.86427728546842
1000,0.7643779867371984,1,3,0.2440267963755494,0.25,binary,,0.7444168734491315,0.7443895459417699,100.0
1000,0.9859008671772085,3,2,0.012209870156407572,0.5,binary,,0.9896793925099763,0.9900983752158351,100.0
1000,0.003969601825596183,3,3,0.2322908020184688,,gauss_bernouilli,0.25,0.004002172262777226,0.0037439569000690142,0.01
1000,0.006777491359510458,3,3,0.5213863942319414,,gauss_bernouilli,0.5,0.006833614324926989,0.00654368930081143,0.01
1000,0.005039972121115117,3,3,0.22559785823491302,,gauss_bernouilli,0.25,0.0046493028587954776,0.004592518311103582,0.012067926406393288
1000,0.007790609644915879,3,3,0.526988868085807,,gauss_bernouilli,0.5,0.0077875289500720585,0.007967593602018257,0.012067926406393288
1000,0.005196495410215149,3,3,0.2294191108134791,,gauss_bernouilli,0.25,0.005606084509866984,0.0056314392063008,0.014563484775012436
1000,0.010259981569291816,3,3,0.5080989921191665,,gauss_bernouilli,0.5,0.009633936188733401,0.00969659956388345,0.014563484775012436
1000,0.007306842166688921,3,3,0.23201664427350205,,gauss_bernouilli,0.25,0.007020592544154105,0.006901613299321476,0.017575106248547922
1000,0.012160325160412785,3,3,0.501721502784986,,gauss_bernouilli,0.5,0.012319983768131867,0.011793191135022153,0.017575106248547922
1000,0.00847716051409121,3,3,0.2604115539649766,,gauss_bernouilli,0.25,0.008900649755859911,0.00845169145996439,0.021209508879201904
1000,0.014851790196979454,3,3,0.4638941580427585,,gauss_bernouilli,0.5,0.014459855162615037,0.014331219147330638,0.021209508879201904
1000,0.009546348219585894,3,3,0.25625173221470005,,gauss_bernouilli,0.25,0.010029696227166946,0.010339037282082757,0.025595479226995357
1000,0.018259223041356916,3,3,0.4813105181587914,,gauss_bernouilli,0.5,0.017652352294749873,0.01739730642128119,0.025595479226995357
1000,0.013468433129207036,3,3,0.25482432542710803,,gauss_bernouilli,0.25,0.013299725806963413,0.012630538449637295,0.030888435964774818
1000,0.023915577191837706,3,3,0.49458548501057564,,gauss_bernouilli,0.5,0.022105097163959742,0.021092110864524484,0.030888435964774818
1000,0.01584639401277181,3,3,0.26667135707450595,,gauss_bernouilli,0.25,0.015592538373696448,0.01540310821285515,0.0372759372031494
1000,0.02707138252979094,3,3,0.5180885232059246,,gauss_bernouilli,0.5,0.025329484273701536,0.025531257271672332,0.0372759372031494
1000,0.02176756606882391,3,3,0.2561409924631945,,gauss_bernouilli,0.25,0.01930706970783133,0.018743642094441612,0.04498432668969444
1000,0.031467876631230865,3,3,0.43248776043850057,,gauss_bernouilli,0.5,0.030942198617618547,0.030845668884912022,0.04498432668969444
1000,0.020324018781960242,3,3,0.20870700303302417,,gauss_bernouilli,0.25,0.02258393481750887,0.022748115042090743,0.054286754393238594
1000,0.038392648231649805,3,3,0.4815050427442643,,gauss_bernouilli,0.5,0.038127239289561035,0.03718093581445649,0.054286754393238594
1000,0.025410948889602793,3,3,0.22037188924419493,,gauss_bernouilli,0.25,0.026233526635629428,0.02751942320678794,0.0655128556859551
1000,0.04079074665340554,3,3,0.42355961449460633,,gauss_bernouilli,0.5,0.04316062113188537,0.04469525738201525,0.0655128556859551
1000,0.0334514910757395,3,3,0.2149615551238491,,gauss_bernouilli,0.25,0.031118079582485032,0.0331635119371759,0.07906043210907697
1000,0.0522153689438326,3,3,0.43832610631059377,,gauss_bernouilli,0.5,0.05218636459636918,0.05355540718072349,0.07906043210907697
1000,0.0376026727472165,3,3,0.2162995905214247,,gauss_bernouilli,0.25,0.0388795927007971,0.039783320857213006,0.09540954763499938
1000,0.06732906557804116,3,3,0.4585379765574227,,gauss_bernouilli,0.5,0.06388873056543272,0.06393012469931052,0.09540954763499938
1000,0.04898054202639794,3,3,0.19361641684291397,,gauss_bernouilli,0.25,0.04770025622720347,0.0474701674349324,0.1151395399326447
1000,0.07893397429152145,3,3,0.4180274632427387,,gauss_bernouilli,0.5,0.0765849321944184,0.07598038408628802,0.1151395399326447
1000,0.054995564136523296,3,3,0.20485945274985082,,gauss_bernouilli,0.25,0.058045918138598544,0.056292444490926914,0.13894954943731375
1000,0.09884169013440244,3,3,0.41340743513890765,,gauss_bernouilli,0.5,0.09377356289612375,0.08984619317444738,0.13894954943731375
1000,0.06814824716929006,3,3,0.15804359893781958,,gauss_bernouilli,0.25,0.06484552613371361,0.06628198589313644,0.16768329368110074
1000,0.10704474054781682,3,3,0.4626668581915037,,gauss_bernouilli,0.5,0.10691005621769843,0.10563000427106246,0.16768329368110074
1000,0.0790443733563674,3,3,0.14363146310496644,,gauss_bernouilli,0.25,0.07630106906875747,0.07741918824887412,0.20235896477251566
1000,0.1406360164123147,3,3,0.3482244121314063,,gauss_bernouilli,0.5,0.12314214651747117,0.12337752376456897,0.20235896477251566
1000,0.08346359133857206,3,3,0.16825839075005236,,gauss_bernouilli,0.25,0.09348325694137881,0.08961891500328535,0.2442053094548651
1000,0.14708414906503908,3,3,0.3440722567471564,,gauss_bernouilli,0.5,0.1420193266302063,0.1430576802228986,0.2442053094548651
1000,0.10292010060655349,3,3,0.1628791159848588,,gauss_bernouilli,0.25,0.10087199638333831,0.10272016697914033,0.29470517025518095
1000,0.17067581588144484,3,3,0.3301468544095485,,gauss_bernouilli,0.5,0.16812359113865602,0.16454462343975107,0.29470517025518095
1000,0.10676780036850389,3,3,0.12709971197423334,,gauss_bernouilli,0.25,0.11316049331547613,0.11648312428964355,0.35564803062231287
1000,0.17669389266641117,3,3,0.3255179130212491,,gauss_bernouilli,0.5,0.18540906681083918,0.1876055903212728,0.35564803062231287
1000,0.1461823082179111,3,3,0.12874400051413237,,gauss_bernouilli,0.25,0.1352134311876404,0.130596965640826,0.42919342601287763
1000,0.19354947080840806,3,3,0.2646988553466558,,gauss_bernouilli,0.5,0.21322092358610317,0.2118988426400478,0.42919342601287763
1000,0.1412088867633813,3,3,0.11956081569014067,,gauss_bernouilli,0.25,0.15406137793460203,0.14470041268344272,0.517947467923121
1000,0.24452178812054665,3,3,0.23921027510257467,,gauss_bernouilli,0.5,0.23848675486066487,0.23698516709064354,0.517947467923121
1000,0.1503869075540117,3,3,0.1019199371069757,,gauss_bernouilli,0.25,0.16176077116514326,0.15841413031634186,0.6250551925273969
1000,0.23890369546487467,3,3,0.26338921879824595,,gauss_bernouilli,0.5,0.2609065648018208,0.26235433038650674,0.6250551925273969
1000,0.17376548891323526,3,3,0.0873613485722393,,gauss_bernouilli,0.25,0.17639226253119103,0.17138048379221746,0.7543120063354615
1000,0.2852625678430925,3,3,0.2293673301474959,,gauss_bernouilli,0.5,0.2903970725998746,0.28746458356751536,0.7543120063354615
1000,0.17782795027370177,3,3,0.06465650642789147,,gauss_bernouilli,0.25,0.1827296295602009,0.18330296577541336,0.9102981779915218
1000,0.31591173036328224,3,3,0.17977931995060323,,gauss_bernouilli,0.5,0.31048553572485826,0.31178964671320636,0.9102981779915218
1000,0.16531037558048753,3,3,0.044047103018136725,,gauss_bernouilli,0.25,0.18889906266157808,0.19397642536264298,1.0985411419875584
1000,0.32850772316661414,3,3,0.16013085805830066,,gauss_bernouilli,0.5,0.3384689863223396,0.3348649104736949,1.0985411419875584
1000,0.19602176128299112,3,3,0.04566832453792021,,gauss_bernouilli,0.25,0.20134612639406158,0.20330109112784606,1.325711365590108
1000,0.3827800090059929,3,3,0.13249400213149204,,gauss_bernouilli,0.5,0.3554996902941983,0.3563241348506231,1.325711365590108
1000,0.20990189961052405,3,3,0.035335697456538584,,gauss_bernouilli,0.25,0.2094640369467137,0.21127796757412104,1.5998587196060574
1000,0.3710728357795072,3,3,0.10663817639461001,,gauss_bernouilli,0.5,0.3700577302128153,0.3759201923087989,1.5998587196060574
1000,0.2464360413267171,1,3,0.031133451829979883,,gauss_bernouilli,0.25,0.2213394483003352,0.21798870568316933,1.9306977288832496
1000,0.4054697488140671,3,3,0.12461458941517947,,gauss_bernouilli,0.5,0.3920469181245278,0.3935276715776134,1.9306977288832496
1000,0.22831477895695707,1,3,0.029114902178623576,,gauss_bernouilli,0.25,0.22577474131677094,0.2235671020804379,2.329951810515372
1000,0.4102074650160777,3,3,0.09041968821030003,,gauss_bernouilli,0.5,0.41116385641881387,0.4091297721361143,2.329951810515372
1000,0.23664408884622581,3,3,0.017801930482776406,,gauss_bernouilli,0.25,0.22735061879916463,0.22817035305027145,2.811768697974228
1000,0.3991861910615563,3,3,0.07345718079022796,,gauss_bernouilli,0.5,0.4227465777150608,0.42279513923837564,2.811768697974228
1000,0.2785494927266816,1,3,0.020415066270899344,,gauss_bernouilli,0.25,0.23284485438626334,0.2319561603087939,3.3932217718953264
1000,0.45004489750985915,1,3,0.06741060653938977,,gauss_bernouilli,0.5,0.43578583120932946,0.43465119131744334,3.3932217718953264
1000,0.23527731134839638,3,3,0.019012674599631102,,gauss_bernouilli,0.25,0.23548213432116588,0.2350682783492675,4.094915062380423
1000,0.4670352128161985,1,3,0.05980031918213287,,gauss_bernouilli,0.5,0.4455920301885872,0.44485930431151705,4.094915062380423
1000,0.2425416666489065,1,3,0.013732153251179281,,gauss_bernouilli,0.25,0.23796158500089784,0.23762994193925363,4.941713361323833
1000,0.45963249393271804,1,3,0.06185687741613678,,gauss_bernouilli,0.5,0.4540585871764511,0.4535949603816226,4.941713361323833
1000,0.22584390181052766,3,3,0.008707709749741298,,gauss_bernouilli,0.25,0.23869315676625652,0.23974289474388413,5.963623316594643
1000,0.4597989282206536,3,3,0.036474920591044936,,gauss_bernouilli,0.5,0.46023674262129577,0.46103375402535074,5.963623316594643
1000,0.24602924736561838,3,3,0.00856512643169642,,gauss_bernouilli,0.25,0.24068377597964483,0.2414894839971549,7.196856730011514
1000,0.5435839114776082,1,3,0.04487295379992153,,gauss_bernouilli,0.5,0.4675192083249773,0.46734265274578846,7.196856730011514
1000,0.30905169261284987,1,3,0.010310607903163035,,gauss_bernouilli,0.25,0.24300512541462146,0.24293588805909497,8.68511373751352
1000,0.4359776292242414,1,3,0.028875701003110738,,gauss_bernouilli,0.5,0.47278204634756354,0.4726752563448634,8.68511373751352
1000,0.26353003191253355,3,3,0.007270143821954139,,gauss_bernouilli,0.25,0.24210695133591398,0.2441353532333985,10.481131341546853
