A,A_dual,I,I_dual,ax,mx,prior_type,rho,tau_x,vx,p_pos,mean_prior
0.013964892906319776,0.01236430176360382,0.1122977333563065,0.012364301763603813,0.5050505050505051,0.10426361089289743,gauss_bernouilli,0.5,0.5,0.39573638910710257,,
0.025563914593738676,0.02106666239471599,0.1512037621739381,0.021066662394715996,0.5050505050505051,0.18465708487428045,gauss_bernouilli,0.7,0.7,0.5153429151257195,,
0.00787247618060884,0.007662606581081057,0.08303661472848207,0.007662606581081061,0.6060606060606061,0.05126577311357666,gauss_bernouilli,0.3,0.3,0.24873422688642333,,
0.01965954927294833,0.01702255122105032,0.1318556022422032,0.017022551221050314,0.6060606060606061,0.12105093163019554,gauss_bernouilli,0.5,0.5,0.37894906836980446,,
0.03556508896137839,0.02836055507695455,0.17655612315983374,0.028360555076954563,0.6060606060606061,0.21095462532649867,gauss_bernouilli,0.7,0.7,0.4890453746735013,,
0.010665433957185217,0.010297776764510496,0.09539517210342084,0.010297776764510491,0.7070707070707071,0.05929593889851073,gauss_bernouilli,0.3,0.3,0.24070406110148926,,
0.026173336390820152,0.022159961270526732,0.15059434037685662,0.022159961270526746,0.7070707070707071,0.13671418481352404,gauss_bernouilli,0.5,0.5,0.36328581518647596,,
0.0468314982741673,0.03618456121680838,0.20064324920058016,0.03618456121680838,0.7070707070707071,0.2348168539887598,gauss_bernouilli,0.7,0.7,0.46518314601124017,,
0.013857675894692691,0.013242032906119687,0.1073544453174285,0.01324203290611968,0.8080808080808081,0.06707177928201064,gauss_bernouilli,0.3,0.3,0.23292822071798935,,
0.03345144625356927,0.02769237919764478,0.16856875576663274,0.02769237919764478,0.8080808080808081,0.15133096799175477,gauss_bernouilli,0.5,0.5,0.3486690320082452,,
0.05924822252097471,0.04441014863137682,0.2235800603073081,0.04441014863137682,0.8080808080808081,0.25655446860207004,gauss_bernouilli,0.7,0.7,0.4434455313979299,,
0.01743561021303646,0.016457934539322386,0.11892802615059989,0.016457934539322372,0.9090909090909091,0.07456579845518946,gauss_bernouilli,0.3,0.3,0.22543420154481053,,
0.04144296085219321,0.033546835038305946,0.18582976642053406,0.03354683503830597,0.9090909090909091,0.16497755095909816,gauss_bernouilli,0.5,0.5,0.33502244904090184,,
0.07271474984908471,0.052934838835058146,0.24546706833273346,0.05293483883505817,0.9090909090909091,0.2764290951051143,gauss_bernouilli,0.7,0.7,0.42357090489488564,,
0.02138455546425614,0.01990937257904815,0.1301305960508954,0.01990937257904815,1.0101010101010102,0.08176197752574249,gauss_bernouilli,0.3,0.3,0.2182380224742575,,
0.05010075543402162,0.039660694687224426,0.20242449709123092,0.03966069468722444,1.0101010101010102,0.17772767124006716,gauss_bernouilli,0.5,0.5,0.32227232875993284,,
0.08714274188265769,0.061676710830964515,0.26639261165269584,0.061676710830964515,1.0101010101010102,0.29466251637297197,gauss_bernouilli,0.7,0.7,0.405337483627028,,
0.02568926207097423,0.02356264859056041,0.1409774045956924,0.023562648590560384,1.1111111111111112,0.08865343919076235,gauss_bernouilli,0.3,0.3,0.21134656080923764,,
0.05938134180560733,0.04598057299031951,0.21839643597217046,0.04598057299031952,1.1111111111111112,0.1896514466326683,gauss_bernouilli,0.5,0.5,0.3103485533673317,,
0.10245420877390454,0.07057012539218802,0.28643468011498435,0.07057012539218804,1.1111111111111112,0.3114438014989666,gauss_bernouilli,0.7,0.7,0.38855619850103335,,
0.03033431545988307,0.027387001065588647,0.15148386635829875,0.02738700106558864,1.2121212121212122,0.09524017226702833,gauss_bernouilli,0.3,0.3,0.20475982773297166,,
0.0692446657301687,0.052461186418842495,0.23378563730013435,0.05246118641884251,1.2121212121212122,0.20081465604586846,gauss_bernouilli,0.5,0.5,0.29918534395413154,,
0.11858000482014011,0.0795623879792432,0.3056624194222841,0.0795623879792432,1.2121212121212122,0.32693494811898244,gauss_bernouilli,0.7,0.7,0.3730650518810175,,
0.03530443236128698,0.031354773920308346,0.16166526460840996,0.03135477392030833,1.3131313131313131,0.1015270987981221,gauss_bernouilli,0.3,0.3,0.19847290120187788,,
0.07965387730988469,0.0590642495441934,0.2486289509729436,0.0590642495441934,1.3131313131313131,0.21127837782390352,gauss_bernouilli,0.5,0.5,0.2887216221760965,,
0.1354585797036348,0.08861113586855737,0.3241373798923247,0.08861113586855734,1.3131313131313131,0.3412754129484158,gauss_bernouilli,0.7,0.7,0.35872458705158417,,
0.040584669555099484,0.03544136797135071,0.17153654256611264,0.035441367971350723,1.4141414141414141,0.10752253878740814,gauss_bernouilli,0.3,0.3,0.19247746121259185,,
0.09057509042644131,0.06575746722741131,0.26296026310891224,0.06575746722741133,1.4141414141414141,0.22109890296759155,gauss_bernouilli,0.5,0.5,0.27890109703240845,,
0.15303493597996623,0.097682285060357,0.3419145589695287,0.09768228506035703,1.4141414141414141,0.3545857840427429,gauss_bernouilli,0.7,0.7,0.3454142159572571,,
0.04616056447363103,0.03962507014968714,0.18111216279909623,0.039625070149687136,1.5151515151515151,0.11323703770277999,gauss_bernouilli,0.3,0.3,0.18676296229722,,
0.10197714289057092,0.07251364246128505,0.27681073589730787,0.07251364246128505,1.5151515151515151,0.2303278366644499,gauss_bernouilli,0.5,0.5,0.2696721633355501,,
0.1712597543229027,0.10674841075478353,0.3590432759801276,0.10674841075478353,1.5151515151515151,0.3669707779025458,gauss_bernouilli,0.7,0.7,0.33302922209745417,,
0.0520182244491289,0.04388682146420041,0.1904060179751135,0.04388682146420039,1.6161616161616161,0.11868249431774502,gauss_bernouilli,0.3,0.3,0.18131750568225496,,
0.11383136495123998,0.07930990185571767,0.29020903908916407,0.07930990185571768,1.6161616161616161,0.2390123176736101,gauss_bernouilli,0.5,0.5,0.2609876823263899,,
0.19008865606364836,0.11578746454538749,0.3755679095929173,0.11578746454538758,1.6161616161616161,0.3785216992536819,gauss_bernouilli,0.7,0.7,0.32147830074631806,,
0.05814437814048999,0.048209961565092066,0.19943137943526756,0.04820996156509208,1.7171717171717171,0.1238715250688544,gauss_bernouilli,0.3,0.3,0.17612847493114558,,
0.12611136073850196,0.08612703155930479,0.30318156855442735,0.08612703155930482,1.7171717171717171,0.2471953039703867,gauss_bernouilli,0.5,0.5,0.2528046960296133,,
0.2094815786834412,0.12478175397961722,0.3915285223266598,0.12478175397961722,1.7171717171717171,0.38931846980756213,gauss_bernouilli,0.7,0.7,0.3106815301924378,,
0.06452639963710059,0.05257997246339079,0.2082008730901721,0.05257997246339077,1.8181818181818181,0.12881700931054052,gauss_bernouilli,0.3,0.3,0.17118299068945947,,
0.13879280502972002,0.09294891234911029,0.3157526495157345,0.09294891234911029,1.8181818181818181,0.25491588911671337,gauss_bernouilli,0.5,0.5,0.24508411088328666,,
0.22940224467569664,0.1337171273274883,0.4069613916879397,0.13371712732748836,1.8181818181818181,0.39943130920350345,gauss_bernouilli,0.7,0.7,0.3005686907964965,,
0.07115231319289905,0.05698423412991305,0.2167264746858888,0.05698423412991302,1.9191919191919191,0.13353177036798314,gauss_bernouilli,0.3,0.3,0.16646822963201685,,
0.1518532562578788,0.09976204142488096,0.32794472354010096,0.0997620414248809,1.9191919191919191,0.26220962600624437,gauss_bernouilli,0.5,0.5,0.23779037399375563,,
0.2498177079351583,0.1425823195119155,0.42189946378201326,0.1425823195119154,1.9191919191919191,0.408922133865898,gauss_bernouilli,0.7,0.7,0.29107786613410197,,
0.07801078452200831,0.06141179851655322,0.2250195185082947,0.06141179851655321,2.0202020202020203,0.1380283572081759,gauss_bernouilli,0.3,0.3,0.16197164279182408,,
0.16527198573433183,0.10655512875162393,0.33977851931617326,0.10655512875162396,2.0202020202020203,0.2691088433410962,gauss_bernouilli,0.5,0.5,0.23089115665890378,,
0.2706979647971369,0.15136842515291504,0.43637274227357015,0.15136842515291504,2.0202020202020203,0.4178457260505514,gauss_bernouilli,0.7,0.7,0.28215427394944853,,
0.08509110302876827,0.0658531847497992,0.2330907151530499,0.06585318474979923,2.121212121212121,0.14231889990550647,gauss_bernouilli,0.3,0.3,0.15768110009449351,,
0.17902982248002486,0.11331875681783726,0.3512732078230054,0.11331875681783724,2.121212121212121,0.27564294619512714,gauss_bernouilli,0.5,0.5,0.22435705380487286,,
0.2920156192143788,0.16006847231103966,0.4504086232098635,0.16006847231103966,2.121212121212121,0.42625071486682314,gauss_bernouilli,0.7,0.7,0.2737492851331768,,
0.09238315816532677,0.07030019598862214,0.24095017516800654,0.07030019598862211,2.2222222222222223,0.146415018738554,gauss_bernouilli,0.3,0.3,0.15358498126144599,,
0.1931090127310191,0.12004509397485424,0.3624465428245365,0.12004509397485422,2.2222222222222223,0.281838696035286,gauss_bernouilli,0.5,0.5,0.21816130396471403,,
0.3137455934533375,0.16867707635527934,0.46403218432444027,0.1686770763552794,2.2222222222222223,0.43418040282775516,gauss_bernouilli,0.7,0.7,0.2658195971722448,,
0.09987741222741478,0.07474575715452833,0.24860743625743367,0.07474575715452833,2.323232323232323,0.15032777190271626,gauss_bernouilli,0.3,0.3,0.14967222809728373,,
0.20749309302143373,0.12672765285976464,0.37331498778664707,0.12672765285976464,2.323232323232323,0.2877204681933795,gauss_bernouilli,0.5,0.5,0.21227953180662054,,
0.33586487721561725,0.1771901578618345,0.4772664359156958,0.17719015786183445,2.323232323232323,0.4416734649797193,gauss_bernouilli,0.7,0.7,0.25832653502028063,,
0.1075648712440195,0.07918377206519728,0.25607149239234417,0.07918377206519733,2.4242424242424243,0.15406763073010385,gauss_bernouilli,0.3,0.3,0.14593236926989614,,
0.22216677569073479,0.1333610866623851,0.3838938303698713,0.1333610866623851,2.4242424242424243,0.2933104864413239,gauss_bernouilli,0.5,0.5,0.2066895135586761,,
0.3583523093214448,0.1856047119006632,0.4901325391634037,0.1856047119006632,2.4242424242424243,0.44876454250823905,gauss_bernouilli,0.7,0.7,0.2512354574917609,,
0.11543705513278005,0.08360899820041814,0.26335082365509865,0.08360899820041809,2.525252525252525,0.15764447423989297,gauss_bernouilli,0.3,0.3,0.14235552576010702,,
0.23711584567258948,0.13994101712412266,0.3941972856405418,0.13994101712412266,2.525252525252525,0.298629035334996,gauss_bernouilli,0.5,0.5,0.20137096466500398,,
0.38118838709038405,0.1939186187339691,0.5026499967479997,0.1939186187339691,2.525252525252525,0.4554847486128877,gauss_bernouilli,0.7,0.7,0.24451525138711228,,
0.12348596793859784,0.08801693724814508,0.2704534260007961,0.08801693724814508,2.6262626262626263,0.1610675970268273,gauss_bernouilli,0.3,0.3,0.1389324029731727,,
0.25232706747213746,0.146463889138237,0.4042385890935191,0.146463889138237,2.6262626262626263,0.3036946515725159,gauss_bernouilli,0.5,0.5,0.1963053484274841,,
0.40435509936725833,0.2021304880210124,0.5148368198246608,0.2021304880210124,2.6262626262626263,0.4618621011649139,gauss_bernouilli,0.7,0.7,0.23813789883508607,,
0.1317040687125895,0.09240373962723977,0.27738684037831957,0.09240373962723977,2.727272727272727,0.1643457261158748,gauss_bernouilli,0.3,0.3,0.13565427388412518,,
0.2677881013100617,0.15292684766002573,0.41403008050812007,0.15292684766002573,2.727272727272727,0.30852429591139746,gauss_bernouilli,0.5,0.5,0.19147570408860254,,
0.4278357798054288,0.21023953023726133,0.5267096747400255,0.21023953023726122,2.727272727272727,0.46792189403130613,gauss_bernouilli,0.7,0.7,0.23207810596869383,,
0.14008424339986247,0.09676612130008252,0.2841581808425618,0.09676612130008255,2.8282828282828283,0.16748704360924682,gauss_bernouilli,0.3,0.3,0.13251295639075317,,
0.28348742749333994,0.15932763334450906,0.42358327957736713,0.15932763334450906,2.8282828282828283,0.31313350730676465,gauss_bernouilli,0.5,0.5,0.18686649269323535,,
0.4516149775643984,0.21824545027905162,0.5382840123345914,0.21824545027905157,2.8282828282828283,0.4736870168321539,gauss_bernouilli,0.7,0.7,0.22631298316784604,,
0.1486197779676433,0.1011012913377845,0.29077416142629603,0.10110129133778448,2.929292929292929,0.17049921283611968,gauss_bernouilli,0.3,0.3,0.1295007871638803,,
0.29941427815686217,0.16566449392373928,0.4329089541663701,0.16566449392373928,2.929292929292929,0.31753654093779,gauss_bernouilli,0.5,0.5,0.18246345906221,,
0.47567834302727124,0.22614835921799253,0.5495741822252538,0.22614835921799242,2.929292929292929,0.4791782311881456,gauss_bernouilli,0.7,0.7,0.2208217688118543,,
0.15730433290695195,0.1054068888606311,0.2972411216385026,0.10540688886063113,3.0303030303030303,0.17338940636660483,gauss_bernouilli,0.3,0.3,0.12661059363339516,,
0.31555857560327544,0.17193610883144533,0.44201718197248213,0.17193610883144533,3.0303030303030303,0.3217464917269157,gauss_bernouilli,0.5,0.5,0.17825350827308428,,
0.5000125265142964,0.2339487009533856,0.5605935340917642,0.2339487009533856,3.0303030303030303,0.4844144101286701,gauss_bernouilli,0.7,0.7,0.21558558987132986,,
0.16613191917097067,0.10968092813403882,0.3035650505259989,0.10968092813403876,3.131313131313131,0.1761643347302964,gauss_bernouilli,0.3,0.3,0.12383566526970359,,
0.3319108765466799,0.17814152499559027,0.4509174062816029,0.17814152499559033,3.131313131313131,0.3257754048560307,gauss_bernouilli,0.5,0.5,0.17422459514396932,,
0.5246050882761473,0.24164719113254818,0.5713545076834485,0.24164719113254812,3.131313131313131,0.48941274620297326,gauss_bernouilli,0.7,0.7,0.21058725379702672,,
0.1750968755640261,0.11392175074868816,0.3097516092844587,0.11392175074868813,3.2323232323232323,0.17883027503099194,gauss_bernouilli,0.3,0.3,0.12116972496900805,,
0.34846232163901253,0.18428010206180007,0.45961848644179554,0.1842801020618,3.2323232323232323,0.32963437466487777,gauss_bernouilli,0.5,0.5,0.17036562533512223,,
0.5494444183065348,0.24924476620346425,0.5818687130065965,0.2492447662034643,3.2323232323232323,0.49418893291556193,gauss_bernouilli,0.7,0.7,0.20581106708443803,,
0.1841938475610883,0.11812798394922264,0.3158061524389117,0.11812798394922266,3.3333333333333335,0.18139309890618657,gauss_bernouilli,0.3,0.3,0.11860690109381342,,
0.36520458972469816,0.19035146559498772,0.4681287436086352,0.19035146559498772,3.3333333333333335,0.33333363319181153,gauss_bernouilli,0.5,0.5,0.16666636680818847,,
0.5745196647272958,0.2567425408622124,0.592147001939371,0.2567425408622125,3.3333333333333335,0.4987573233537049,gauss_bernouilli,0.7,0.7,0.20124267664629508,,
0.1934177675148446,0.12229850429766811,0.3217337476366705,0.12229850429766809,3.4343434343434343,0.18385829946728682,gauss_bernouilli,0.3,0.3,0.11614170053271318,,
0.38212985632967345,0.196355467042434,0.4764560022561851,0.19635546704243395,3.4343434343434343,0.33688262949316844,gauss_bernouilli,0.5,0.5,0.16311737050683156,,
0.5998206696784937,0.2641417724666181,0.6021995323417083,0.26414177246661813,3.4343434343434343,0.5031310692492121,gauss_bernouilli,0.7,0.7,0.19686893075078782,,
0.20276383619261332,0.12643240596561753,0.327539194110417,0.1264324059656175,3.5353535353535355,0.18623101699237057,gauss_bernouilli,0.3,0.3,0.11376898300762942,,
0.39923075594523205,0.20229214943756169,0.4846076278931518,0.20229214943756169,3.5353535353535355,0.340290100759409,gauss_bernouilli,0.5,0.5,0.15970989924059098,,
0.6253379117962696,0.27144383125985694,0.6120358255774676,0.27144383125985694,3.5353535353535355,0.5073222432146087,gauss_bernouilli,0.7,0.7,0.19267775678539117,,
0.21222750557646478,0.13052897304388125,0.33322703987808067,0.13052897304388128,3.6363636363636362,0.18851606324119033,gauss_bernouilli,0.3,0.3,0.11148393675880966,,
0.4165003477157774,0.20816171798650052,0.4925905613751317,0.20816171798650052,3.6363636363636362,0.34356413613625286,gauss_bernouilli,0.5,0.5,0.15643586386374714,,
0.65106245448877,0.2786501754335513,0.6216648182385027,0.27865017543355136,3.6363636363636362,0.5113419464572767,gauss_bernouilli,0.7,0.7,0.18865805354272325,,
0.22180446285519279,0.13458765534087064,0.33880159775086777,0.13458765534087055,3.7373737373737375,0.19071794433194744,gauss_bernouilli,0.3,0.3,0.10928205566805256,,
0.43393208418284274,0.2139645148151204,0.5004113501605916,0.21396451481512035,3.7373737373737375,0.3467122340583695,gauss_bernouilli,0.5,0.5,0.15328776594163054,,
0.6769858993272344,0.285762330244555,0.6310949087535735,0.2857623302445548,3.7373737373737375,0.5152004039330116,gauss_bernouilli,0.7,0.7,0.18479959606698843,,
0.23149061553503636,0.13860804721265102,0.34426696022253933,0.138608047212651,3.8383838383838382,0.19284088216853185,gauss_bernouilli,0.3,0.3,0.10715911783146814,,
0.45151978277617744,0.2197009972672299,0.5080761768197821,0.2197009972672299,3.8383838383838382,0.3497413538120912,gauss_bernouilli,0.5,0.5,0.1502586461879088,,
0.703100343961262,0.2927818705272961,0.6403339994730812,0.29278187052729615,3.8383838383838382,0.5189070486019329,gauss_bernouilli,0.7,0.7,0.18109295139806697,,
0.2412820775964083,0.1425898690295928,0.34962701331268264,0.14258986902959284,3.9393939393939394,0.19488883444089286,gauss_bernouilli,0.3,0.3,0.10511116555910713,,
0.469257599776806,0.22537171923895755,0.5155908850716788,0.22537171923895744,3.9393939393939394,0.3526579619618492,gauss_bernouilli,0.5,0.5,0.14734203803815085,,
0.7293983440445465,0.2997104060577537,0.6493895347433322,0.29971040605775356,3.9393939393939394,0.5224705962057832,gauss_bernouilli,0.7,0.7,0.17752940379421683,,
0.25117515662562717,0.14653295093811114,0.3548854494349789,0.14653295093811114,4.040404040404041,0.19686551324405044,gauss_bernouilli,0.3,0.3,0.10313448675594954,,
0.48714000650710426,0.23097731511329006,0.5229610035939058,0.23097731511329,4.040404040404041,0.35546807420209514,gauss_bernouilli,0.5,0.5,0.14453192579790483,,
0.7558728787237723,0.30654956931610267,0.6582685354176419,0.3065495693161026,4.040404040404041,0.525899111779738,gauss_bernouilli,0.7,0.7,0.1741008882202619,,
0.26116634185336846,0.15043721862211845,0.36004577935875265,0.1504372186221184,4.141414141414141,0.19877440237596686,gauss_bernouilli,0.3,0.3,0.10122559762403313,,
0.5051617675296852,0.23651848592482316,0.53019176782385,0.2365184859248231,4.141414141414141,0.35817729313168944,gauss_bernouilli,0.5,0.5,0.14182270686831058,,
0.7825173193002645,0.3133010052700217,0.6669776301946847,0.3133010052700218,4.141414141414141,0.5292000689388212,gauss_bernouilli,0.7,0.7,0.1707999310611787,,
0.27125229303482457,0.15430268080859333,0.3651113433288118,0.15430268080859338,4.242424242424242,0.2006187733833256,gauss_bernouilli,0.3,0.3,0.0993812266166744,,
0.5233179206604732,0.24199598744032258,0.5372881399455873,0.24199598744032252,4.242424242424242,0.3607908423903752,gauss_bernouilli,0.5,0.5,0.13920915760962485,,
0.8093254007223885,0.3199663628628653,0.6755230841260962,0.3199663628628652,4.242424242424242,0.5323804028330482,gauss_bernouilli,0.7,0.7,0.16761959716695177,,
0.2814298301101816,0.15812941829590632,0.3700853214049699,0.15812941829590632,4.343434343434343,0.20240170042884978,gauss_bernouilli,0.3,0.3,0.09759829957115021,,
0.5416037586228892,0.24741061988673985,0.5442548272356966,0.2474106198867398,4.343434343434343,0.36331359754629433,gauss_bernouilli,0.5,0.5,0.1366864024537057,,
0.8362911956091593,0.32654728794154597,0.6839108245928608,0.32654728794154597,4.343434343434343,0.5354465575419527,gauss_bernouilli,0.7,0.7,0.1645534424580473,,
0.291695923587795,0.16191757431302856,0.3749707430788716,0.16191757431302847,4.444444444444445,0.2041260740553706,gauss_bernouilli,0.3,0.3,0.09587392594462942,,
0.5600148121835141,0.2527632191027196,0.551096298927597,0.2527632191027196,4.444444444444445,0.36575011407880514,gauss_bernouilli,0.5,0.5,0.13424988592119486,,
0.8634090905412228,0.33304541740188953,0.6921464650143327,0.33304541740188953,4.444444444444445,0.5384045285744006,gauss_bernouilli,0.7,0.7,0.16159547142559944,,
0.30204768559623607,0.1656673460431503,0.3797704962219457,0.1656673460431503,4.545454545454545,0.20579461392133003,gauss_bernouilli,0.3,0.3,0.09420538607866998,,
0.5785468346436349,0.25805464890519214,0.5578168017200014,0.2580546489051921,4.545454545454545,0.3681046527614839,gauss_bernouilli,0.5,0.5,0.1318953472385161,,
0.8906737643871009,0.3394623743640329,0.7002353265219897,0.33946237436403287,4.545454545454545,0.5412599010504989,gauss_bernouilli,0.7,0.7,0.15874009894950103,,
0.3124823615551057,0.16937897716712752,0.3844873354145912,0.16937897716712755,4.646464646464646,0.20740988058043955,gauss_bernouilli,0.3,0.3,0.09259011941956044,,
0.5971957875402333,0.26328579452609335,0.5644203740759283,0.26328579452609335,4.646464646464646,0.37038120271550584,gauss_bernouilli,0.5,0.5,0.12961879728449416,,
0.9180801684592749,0.34579976422029224,0.7081824578033512,0.3457997642202923,4.646464646464646,0.5440178840664224,gauss_bernouilli,0.7,0.7,0.15598211593357755,,
0.322997322418121,0.17305275130104353,0.38912388970309103,0.17305275130104353,4.747474747474747,0.20897428637530763,gauss_bernouilli,0.3,0.3,0.09102571362469235,,
0.615957827467035,0.26845755695387674,0.5709108594016519,0.2684575569538767,4.747474747474747,0.3725835023730649,gauss_bernouilli,0.5,0.5,0.12741649762693508,,
0.9456235083189567,0.35205917142176324,0.7159926532972049,0.3520591714217635,4.747474747474747,0.5466833416780055,gauss_bernouilli,0.7,0.7,0.15331665832199443,,
0.33359005744541337,0.17668898621847162,0.3936826698273139,0.17668898621847162,4.848484848484849,0.21049010551135255,gauss_bernouilli,0.3,0.3,0.08950989448864745,,
0.6348292939022789,0.2735708480700719,0.5772919182189332,0.2735708480700719,4.848484848484849,0.3747150585635947,gauss_bernouilli,0.5,0.5,0.12528494143640528,,
0.9732992270683172,0.3582421568911085,0.7236704699013798,0.3582421568911087,4.848484848484849,0.5492608208832631,gauss_bernouilli,0.7,0.7,0.15073917911673684,,
0.34425816746523236,0.18028802876209488,0.3981660749590101,0.18028802876209482,4.94949494949495,0.21195948337349138,gauss_bernouilli,0.3,0.3,0.08804051662650861,,
0.6538066979576882,0.2786265864706696,0.5835670394160493,0.27862658647066957,4.94949494949495,0.376779163911867,gauss_bernouilli,0.5,0.5,0.12322083608813302,,
1.0011029899872914,0.3643502559657983,0.7312202423359409,0.3643502559657981,4.94949494949495,0.5517545769361464,gauss_bernouilli,0.7,0.7,0.14824542306385358,,
0.35499935858830967,0.1838502503615026,0.4025763989874478,0.18385025036150257,5.05050505050505,0.2133844451441257,gauss_bernouilli,0.3,0.3,0.08661555485587431,,
0.6728867119670872,0.2836256938818078,0.5897395506591754,0.28362569388180786,5.05050505050505,0.37877891271616243,gauss_bernouilli,0.5,0.5,0.12122108728383756,,
1.029030670387668,0.37038497679068483,0.7386460972890996,0.3703849767906848,5.05050505050505,0.5541685962826277,gauss_bernouilli,0.7,0.7,0.14583140371737227,,
0.36581143634098545,0.18737604308452194,0.40691583638628726,0.18737604308452196,5.151515151515151,0.2147669037769617,gauss_bernouilli,0.3,0.3,0.08523309622303829,,
0.6920661598417499,0.28856909209114767,0.5958126280370379,0.2885690920911476,5.151515151515151,0.38071721545630144,gauss_bernouilli,0.5,0.5,0.11928278454369859,,
1.0570783365709693,0.3763477990909623,0.7459519664593335,0.376347799090962,5.151515151515151,0.5565066173746323,gauss_bernouilli,0.7,0.7,0.14349338262536776,,
0.3766923001858591,0.1908658161585668,0.41118648769292876,0.19086581615856682,5.252525252525253,0.21610866737730064,gauss_bernouilli,0.3,0.3,0.08389133262269935,,
0.7113420081267201,0.2934577003270047,0.601789305004593,0.29345770032700474,5.252525252525253,0.3825968120650721,gauss_bernouilli,0.5,0.5,0.11740318793492785,,
1.0852422397887398,0.3822401732668512,0.7531415985950984,0.3822401732668511,5.252525252525253,0.558772149586552,gauss_bernouilli,0.7,0.7,0.14122785041344801,,
0.3876399384011899,0.19431999290640184,0.4153903646291132,0.19431999290640184,5.353535353535354,0.2174114460356663,gauss_bernouilli,0.3,0.3,0.08258855396433368,,
0.7307113576987119,0.29829243302649067,0.6076724806851266,0.29829243302649083,5.353535353535354,0.3844202840822455,gauss_bernouilli,0.5,0.5,0.11557971591775448,,
1.1135188031145171,0.3880635197600586,0.7602185706228566,0.38806351976005854,5.353535353535354,0.5609684904323886,gauss_bernouilli,0.7,0.7,0.13903150956761134,,
0.39865242329254125,0.19773900804759947,0.4195293948892769,0.19773900804759947,5.454545454545454,0.2186768581580516,gauss_bernouilli,0.3,0.3,0.08132314184194839,,
0.7501714360519027,0.30307419794176593,0.6134649275844608,0.30307419794176593,5.454545454545454,0.38619006579767856,gauss_bernouilli,0.5,0.5,0.11380993420232147,,
1.141904611146166,0.39381922864942465,0.7671862979447428,0.39381922864942437,5.454545454545454,0.5630987412583832,gauss_bernouilli,0.7,0.7,0.13690125874161677,,
0.4097279067122715,0.2011233053229426,0.42360542662106176,0.20112330532294262,5.555555555555555,0.2199064363326771,gauss_bernouilli,0.3,0.3,0.0800935636673229,,
0.7697195901230038,0.307803894540285,0.619169298765885,0.3078038945402851,5.555555555555555,0.387908454478784,gauss_bernouilli,0.5,0.5,0.11209154552121596,,
1.1703964004655687,0.3995086594394257,0.7740480439788755,0.3995086594394255,5.555555555555555,0.565165821565798,gauss_bernouilli,0.7,0.7,0.134834178434202,,
0.4208646158643986,0.20447333540423307,0.4276202326204499,0.20447333540423313,5.656565656565657,0.2211016327699805,gauss_bernouilli,0.3,0.3,0.0788983672300195,,
