N,alpha,ensemble_type,mean_prior,mse,mse_ep,mse_se,n_iter_ep,n_iter_se
1000,1.474747474747475,gaussian,1.0,4.480800476432148e-29,1e-20,1e-20,9,8
1000,1.494949494949495,gaussian,1.0,1.1525463424254632e-12,1.7899015603006776e-12,1e-20,9,8
1000,1.5151515151515154,gaussian,1.0,5.779585948205606e-29,1e-20,1e-20,9,8
1000,1.5353535353535355,gaussian,1.0,9.014026832045376e-20,2.4980018054066022e-14,1e-20,8,8
1000,1.5555555555555556,gaussian,1.0,1.1585477213620914e-10,1.212520528426353e-09,1e-20,8,8
1000,1.575757575757576,gaussian,1.0,5.656852045731889e-29,1e-20,1e-20,8,8
1000,1.595959595959596,gaussian,1.0,3.6254549201649503e-13,6.092015780723159e-12,1e-20,8,8
1000,1.6161616161616164,gaussian,1.0,1.0184306089968573e-12,2.1229018543067468e-11,9.526823774308468e-13,8,7
1000,1.6363636363636365,gaussian,1.0,1.4945884656582405e-12,3.4376945734493343e-12,2.7755575615628914e-15,8,7
1000,1.6565656565656568,gaussian,1.0,3.045024953544256e-12,1.3903167506157388e-10,1e-20,8,7
1000,1.676767676767677,gaussian,1.0,1.405184167106318e-15,6.755707104844078e-13,1e-20,8,7
1000,1.696969696969697,gaussian,1.0,4.520296220252228e-29,1e-20,1e-20,8,7
1000,1.7171717171717173,gaussian,1.0,4.584019891637875e-29,1e-20,1e-20,8,7
1000,1.7373737373737375,gaussian,1.0,4.375827893818429e-29,1e-20,1e-20,8,7
1000,1.7575757575757578,gaussian,1.0,4.73554132510545e-29,1e-20,1e-20,8,7
1000,1.777777777777778,gaussian,1.0,4.37978655524949e-29,1e-20,1e-20,8,7
1000,1.7979797979797982,gaussian,1.0,5.187341165398642e-16,5.652145418366672e-13,1e-20,8,7
1000,1.8181818181818183,gaussian,1.0,4.7982960419332004e-29,1e-20,1e-20,7,7
1000,1.8383838383838385,gaussian,1.0,4.310676531171563e-29,1e-20,1e-20,7,7
1000,1.8585858585858588,gaussian,1.0,5.534917585945907e-29,1e-20,1e-20,7,7
1000,1.878787878787879,gaussian,1.0,6.543613643752474e-10,6.78229694628385e-10,1e-20,7,7
1000,1.8989898989898992,gaussian,1.0,1.1665629595804218e-13,1.854272291268444e-11,1e-20,7,7
1000,1.9191919191919193,gaussian,1.0,5.273643447910796e-13,2.6910917938494094e-11,1e-20,7,7
1000,1.9393939393939394,gaussian,1.0,2.7371485231724285e-11,7.380296374037698e-11,1e-20,7,7
1000,1.9595959595959598,gaussian,1.0,2.2735435608593596e-12,1.978328612040059e-11,1e-20,7,7
1000,1.97979797979798,gaussian,1.0,1.259449680638375e-11,8.900202796979784e-11,5.891953591685706e-13,7,6
1000,2.0,gaussian,1.0,4.261844340898651e-29,1e-20,3.452793606584237e-14,7,6
1000,0.020202020202020204,gaussian,2.0,0.9660664752042842,0.9837513882367597,0.9857296778293207,1,4
1000,0.04040404040404041,gaussian,2.0,0.9465712855160625,0.9713354735485827,0.9713704751045835,8,5
1000,0.06060606060606061,gaussian,2.0,0.9773305413315111,0.9559639543985148,0.9568999634791787,2,5
1000,0.08080808080808081,gaussian,2.0,0.9615468851277023,0.9488036008261057,0.9423644167334799,2,5
1000,0.10101010101010102,gaussian,2.0,0.8415438304043756,0.9226458904985538,0.926978178594369,2,6
1000,0.12121212121212122,gaussian,2.0,0.9653076393569566,0.9209022709248686,0.9121903178778282,1,6
1000,0.14141414141414144,gaussian,2.0,0.8481777098690482,0.9038378973496196,0.8974026442214567,2,6
1000,0.16161616161616163,gaussian,2.0,0.8590434142345156,0.8833920944559717,0.8824191945498396,5,6
1000,0.18181818181818182,gaussian,2.0,0.872157280377496,0.8613865543659053,0.8672718777420823,3,7
1000,0.20202020202020204,gaussian,2.0,0.844490505572468,0.8547449003559096,0.8514295675891433,7,7
1000,0.22222222222222224,gaussian,2.0,0.8748487221952512,0.8626692780997692,0.8361623704847057,1,7
1000,0.24242424242424243,gaussian,2.0,0.8018719096663715,0.8191732604852767,0.8205922260564598,2,7
1000,0.26262626262626265,gaussian,2.0,0.8488874677572931,0.8120363021367576,0.8050422414613304,2,7
1000,0.2828282828282829,gaussian,2.0,0.734381147722324,0.7861928785423283,0.7895653945204596,4,8
1000,0.30303030303030304,gaussian,2.0,0.7127416531657287,0.7746072107057675,0.7730635168738242,2,8
1000,0.32323232323232326,gaussian,2.0,0.7057772104672211,0.7499520625066325,0.7571228876283078,3,8
1000,0.3434343434343435,gaussian,2.0,0.7237524758257103,0.7294504766823477,0.7410661635621987,4,8
1000,0.36363636363636365,gaussian,2.0,0.7107401004789587,0.7063540910461792,0.7248734882881374,6,8
1000,0.38383838383838387,gaussian,2.0,0.7627873828966849,0.7205373928451451,0.7086114339426944,4,9
1000,0.4040404040404041,gaussian,2.0,0.6463669785193522,0.6872569946149057,0.6912586945214029,3,9
1000,0.42424242424242425,gaussian,2.0,0.6363141085786219,0.6786280084579819,0.6749106333109134,15,9
1000,0.4444444444444445,gaussian,2.0,0.7298337112260851,0.6571776027368663,0.6578199691999693,6,9
1000,0.4646464646464647,gaussian,2.0,0.6512811401927932,0.634819205228345,0.6410374800914048,4,9
1000,0.48484848484848486,gaussian,2.0,0.6193528480608786,0.6438461762542596,0.6240463434130914,6,10
1000,0.5050505050505051,gaussian,2.0,0.588227686545403,0.620964526281657,0.6059941995017687,18,10
1000,0.5252525252525253,gaussian,2.0,0.6138493537491165,0.5881447710244612,0.5886898492122374,8,10
1000,0.5454545454545455,gaussian,2.0,0.5047936197467809,0.5442139868487831,0.5711568442076203,4,10
1000,0.5656565656565657,gaussian,2.0,0.5430708744970275,0.5466745414766834,0.553544907172277,7,11
1000,0.5858585858585859,gaussian,2.0,0.49342851897639634,0.5414998951765073,0.5350047880057909,4,11
1000,0.6060606060606061,gaussian,2.0,0.5240443844617034,0.5203511454549484,0.5163874998981473,5,11
1000,0.6262626262626263,gaussian,2.0,0.47542328596046446,0.4766812147802718,0.4978293732789519,5,11
1000,0.6464646464646465,gaussian,2.0,0.45830112400245754,0.4639051041337378,0.4795205846026247,15,12
1000,0.6666666666666667,gaussian,2.0,0.4888168433600939,0.4619645723500639,0.4603103259685588,5,12
1000,0.686868686868687,gaussian,2.0,0.44622246806022514,0.4382575699871298,0.4411024844075036,5,13
1000,0.7070707070707072,gaussian,2.0,0.44073304423319976,0.4049019151236385,0.42122436513584166,5,13
1000,0.7272727272727273,gaussian,2.0,0.3904893944986458,0.3912932937218577,0.4017401201526417,5,13
1000,0.7474747474747475,gaussian,2.0,0.332449616510579,0.3600668495305823,0.3817989659500276,13,14
1000,0.7676767676767677,gaussian,2.0,0.43256420804507173,0.36911758097227587,0.3615426573602284,6,14
1000,0.787878787878788,gaussian,2.0,0.3232744480549202,0.32237526793975957,0.3409405133743003,15,15
1000,0.8080808080808082,gaussian,2.0,0.31795199480492914,0.30503011791326917,0.31874705869597497,8,15
1000,0.8282828282828284,gaussian,2.0,0.27420811164442,0.2972468643063366,0.29720996227891106,7,16
1000,0.8484848484848485,gaussian,2.0,0.30862924624400895,0.2951942141840834,0.27577338365085025,10,17
1000,0.8686868686868687,gaussian,2.0,0.20302185898501482,0.23073380122663587,0.2525299005003727,11,18
1000,0.888888888888889,gaussian,2.0,0.31372738361316854,0.23410846661903284,0.22935843218951424,6,19
1000,0.9090909090909092,gaussian,2.0,0.1983502698895155,0.21270297120649728,0.20390789140955712,8,20
1000,0.9292929292929294,gaussian,2.0,0.17790540603208474,0.1824950124734328,0.17874760809718915,10,22
1000,0.9494949494949496,gaussian,2.0,0.16899709516846403,0.16676505948726572,0.15377591840615923,8,24
1000,0.9696969696969697,gaussian,2.0,0.12217299390419516,0.1052168448117825,0.12492556613671746,9,27
1000,0.98989898989899,gaussian,2.0,0.12776861494094965,0.08407994817860887,0.09413054598583925,22,32
1000,1.0101010101010102,gaussian,2.0,0.14202669132003415,0.05258144861188452,0.05443053122529795,16,48
1000,1.0303030303030305,gaussian,2.0,2.3498276788526736e-10,6.298296106876933e-09,1e-20,21,26
1000,1.0505050505050506,gaussian,2.0,4.25499354658129e-28,1e-20,1e-20,15,16
1000,1.0707070707070707,gaussian,2.0,4.7487663941002405e-28,1e-20,1e-20,14,13
1000,1.090909090909091,gaussian,2.0,3.0385527483981347e-28,1e-20,7.771561172376096e-16,12,11
1000,1.1111111111111112,gaussian,2.0,3.1483955343633687e-28,1e-20,1e-20,12,10
1000,1.1313131313131315,gaussian,2.0,3.6712321005054936e-24,2.220446049250313e-16,1e-20,11,10
1000,1.1515151515151516,gaussian,2.0,1.678407632320153e-18,2.2626345241860693e-13,1e-20,10,9
1000,1.1717171717171717,gaussian,2.0,2.1482843946826274e-28,1e-20,1e-20,10,9
1000,1.191919191919192,gaussian,2.0,1.878494007828612e-28,1e-20,1e-20,9,8
1000,1.2121212121212122,gaussian,2.0,1.8814263814562818e-28,1e-20,1e-20,10,8
1000,1.2323232323232325,gaussian,2.0,1.702848293037499e-28,1e-20,1e-20,9,8
1000,1.2525252525252526,gaussian,2.0,5.280186197032524e-10,9.706448977908622e-10,1e-20,8,8
1000,1.272727272727273,gaussian,2.0,1.661006697994086e-28,1e-20,1.3322676295501878e-15,9,7
1000,1.292929292929293,gaussian,2.0,1.5917882981621826e-28,1e-20,1e-20,8,7
1000,1.3131313131313131,gaussian,2.0,3.2589463390260047e-16,8.532063944244328e-13,1e-20,8,7
1000,1.3333333333333335,gaussian,2.0,1.2009016126216882e-28,1e-20,1e-20,8,7
1000,1.3535353535353536,gaussian,2.0,1.2455975975004278e-28,1e-20,1e-20,8,7
1000,1.373737373737374,gaussian,2.0,1.3687451495224114e-28,1e-20,1e-20,8,7
1000,1.393939393939394,gaussian,2.0,1.7427743904926623e-23,2.220446049250313e-16,1e-20,7,7
1000,1.4141414141414144,gaussian,2.0,1.1923634354572069e-28,1e-20,1e-20,7,7
1000,1.4343434343434345,gaussian,2.0,1.3397996216370651e-15,1.468380972369232e-12,6.106226635438361e-15,7,6
1000,1.4545454545454546,gaussian,2.0,6.780534626732304e-22,4.107825191113079e-15,1e-20,7,6
1000,1.474747474747475,gaussian,2.0,1.2874639912529182e-10,1.820062989210669e-10,1e-20,7,6
1000,1.494949494949495,gaussian,2.0,1.1365310269122934e-28,1e-20,1e-20,7,6
1000,1.5151515151515154,gaussian,2.0,1.458692464308991e-28,1e-20,1e-20,7,6
1000,1.5353535353535355,gaussian,2.0,1.3968406478405518e-28,1e-20,1e-20,7,6
1000,1.5555555555555556,gaussian,2.0,4.936193063941303e-13,9.77495862031219e-12,1e-20,7,6
1000,1.575757575757576,gaussian,2.0,1.416116462585087e-28,1e-20,1e-20,7,6
1000,1.595959595959596,gaussian,2.0,1.286325195214417e-28,1e-20,1e-20,7,6
1000,1.6161616161616164,gaussian,2.0,1.27175481729333e-28,1e-20,1e-20,7,6
1000,1.6363636363636365,gaussian,2.0,1.27798926578949e-28,1e-20,1e-20,7,6
1000,1.6565656565656568,gaussian,2.0,5.343533854482856e-10,1.771976232411987e-09,1e-20,6,6
1000,1.676767676767677,gaussian,2.0,6.915093566853004e-15,5.948352921336664e-12,1e-20,6,6
1000,1.696969696969697,gaussian,2.0,4.5275940252030415e-22,4.551914400963142e-15,1e-20,6,6
1000,1.7171717171717173,gaussian,2.0,1.2479443874340525e-28,1e-20,1e-20,7,6
1000,1.7373737373737375,gaussian,2.0,1.08718726486546e-28,1e-20,1e-20,6,6
1000,1.7575757575757578,gaussian,2.0,1.190022557135454e-28,1e-20,1e-20,6,6
1000,1.777777777777778,gaussian,2.0,5.936277220202715e-12,6.5284666561638e-11,1e-20,6,6
1000,1.7979797979797982,gaussian,2.0,2.3891878303803586e-11,1.1684941902956325e-10,1.0405010186786967e-12,6,5
1000,1.8181818181818183,gaussian,2.0,1.231998196421514e-28,1e-20,1.0824674490095276e-13,6,5
1000,1.8383838383838385,gaussian,2.0,1.1954389811616336e-25,1e-20,6.328271240363392e-15,6,5
1000,1.8585858585858588,gaussian,2.0,8.123096384341025e-14,5.226263866120462e-12,6.661338147750939e-16,6,5
1000,1.878787878787879,gaussian,2.0,2.3341002797229136e-11,7.214862041138304e-11,1e-20,6,5
1000,1.8989898989898992,gaussian,2.0,8.197497217264298e-15,2.6362245719724342e-12,1e-20,6,5
1000,1.9191919191919193,gaussian,2.0,3.818103695816241e-12,6.788236639465594e-12,1e-20,6,5
1000,1.9393939393939394,gaussian,2.0,1.0707039507692489e-28,1e-20,1e-20,6,5
1000,1.9595959595959598,gaussian,2.0,1.2088592274173394e-14,3.816280624846513e-12,1e-20,6,5
1000,1.97979797979798,gaussian,2.0,1.135112854818433e-28,1e-20,1e-20,6,5
1000,2.0,gaussian,2.0,1.1669727820049595e-28,1e-20,1e-20,6,5
