N,mse,mse_ep,mse_se,n_iter_ep,n_iter_se,p_pos,prior_type,rho,var_noise
1000,0.04161567886342688,0.06025927096699279,0.05479255316901286,3,3,0.25,binary,,0.2442053094548651
1000,0.07014816751878544,0.059779576460389706,0.06489354984394789,3,3,0.5,binary,,0.2442053094548651
1000,0.06582394177582496,0.07993343920584214,0.08258278845019956,3,3,0.25,binary,,0.29470517025518095
1000,0.12357185393563495,0.11199874899724041,0.09816876435393089,3,3,0.5,binary,,0.29470517025518095
1000,0.12662581054540914,0.11964732297175998,0.1167728546418993,3,3,0.25,binary,,0.35564803062231287
1000,0.157937566278758,0.15056549814067122,0.1393758418780396,3,3,0.5,binary,,0.35564803062231287
1000,0.14062551882949909,0.15500641058052578,0.1564953599998875,3,3,0.25,binary,,0.42919342601287763
1000,0.16619306950737917,0.18394752777164897,0.1876140696957534,3,3,0.5,binary,,0.42919342601287763
1000,0.1938662749431918,0.21714614335175472,0.20046659617303497,3,3,0.25,binary,,0.517947467923121
1000,0.26987414645659846,0.24603530893973702,0.24147668244537807,3,3,0.5,binary,,0.517947467923121
1000,0.2660430362812251,0.2533477164264147,0.24718446038988368,3,3,0.25,binary,,0.6250551925273969
1000,0.3532138528438308,0.30443429455265925,0.2992708355921263,3,3,0.5,binary,,0.6250551925273969
1000,0.30379403326787824,0.29900239580560645,0.2951142756104565,3,3,0.25,binary,,0.7543120063354615
1000,0.3665170102349149,0.35331912632407464,0.35922734323484623,3,3,0.5,binary,,0.7543120063354615
1000,0.36208469908383106,0.33831810026508546,0.34283463710468415,3,3,0.25,binary,,0.9102981779915218
1000,0.4132709647026696,0.3867686643781104,0.4196680736843411,3,3,0.5,binary,,0.9102981779915218
1000,0.44660313527281514,0.38998959847492565,0.3891335064204927,3,3,0.25,binary,,1.0985411419875584
1000,0.50956760859501,0.4739034362965161,0.4791193698135192,3,3,0.5,binary,,1.0985411419875584
1000,0.4635821536909384,0.4334091343279632,0.43305724289924347,3,3,0.25,binary,,1.325711365590108
1000,0.5152654946477753,0.5439627878961794,0.5363740240456961,3,3,0.5,binary,,1.325711365590108
1000,0.4798659482619873,0.4803868510292603,0.47392170480474,3,3,0.25,binary,,1.5998587196060574
1000,0.5861787402357058,0.6029070937698906,0.5905116470307663,3,3,0.5,binary,,1.5998587196060574
1000,0.4899335693372787,0.5123839776724001,0.5112964729260822,3,3,0.25,binary,,1.9306977288832496
1000,0.685083909764371,0.6406582507840681,0.6408894078163221,3,3,0.5,binary,,1.9306977288832496
1000,0.5103699073804974,0.5390408987581465,0.5449725121384751,3,3,0.25,binary,,2.329951810515372
1000,0.7173477150351923,0.6962900196001208,0.6871142239408796,3,3,0.5,binary,,2.329951810515372
1000,0.5665484773513467,0.5686659418065506,0.5749216674121369,3,3,0.25,binary,,2.811768697974228
1000,0.7347353722629323,0.70981042927295,0.7290052586343642,3,3,0.5,binary,,2.811768697974228
1000,0.574325920040032,0.6069404862691099,0.6012542058769582,3,3,0.25,binary,,3.3932217718953264
1000,0.7549362311709931,0.764159747490093,0.7665531198072026,3,3,0.5,binary,,3.3932217718953264
1000,0.6064176911540583,0.6217319389724263,0.6241786192781162,3,3,0.25,binary,,4.094915062380423
1000,0.7851323830550119,0.8018022025812195,0.7998799911394885,3,3,0.5,binary,,4.094915062380423
1000,0.6243368255461547,0.638337974116139,0.6439662538069402,3,3,0.25,binary,,4.941713361323833
1000,0.8163738708517785,0.8316983773553835,0.8292032418350462,1,3,0.5,binary,,4.941713361323833
1000,0.5838383862566159,0.6522695273862467,0.6609220541828086,3,3,0.25,binary,,5.963623316594643
1000,0.8854663027616783,0.8563965977859611,0.854803849864648,1,3,0.5,binary,,5.963623316594643
1000,0.7075808097925304,0.6691371275221706,0.675361760575291,3,3,0.25,binary,,7.196856730011514
1000,0.8485146013409279,0.8721759974788007,0.8770001478855869,3,3,0.5,binary,,7.196856730011514
1000,0.690880906818166,0.6875556786110354,0.6875952357942122,3,3,0.25,binary,,8.68511373751352
1000,0.877408334184392,0.8945638283029284,0.8961268624028026,3,3,0.5,binary,,8.68511373751352
1000,0.7014199637152522,0.6951034695469539,0.6979151842069677,3,3,0.25,binary,,10.481131341546853
1000,0.9290853786272717,0.9118588541818892,0.9125190812452729,3,3,0.5,binary,,10.481131341546853
1000,0.6912495444372605,0.7009747611354397,0.7065903120432088,3,3,0.25,binary,,12.648552168552959
1000,0.9171181870294743,0.9222701483755847,0.9265005905688475,3,3,0.5,binary,,12.648552168552959
1000,0.7486008195110869,0.712227794208391,0.7138619273840816,3,3,0.25,binary,,15.264179671752318
1000,0.9420603266471071,0.9385151898108453,0.9383759282718624,1,3,0.5,binary,,15.264179671752318
1000,0.74859624094036,0.7206583479476468,0.7199430408018813,1,3,0.25,binary,,18.420699693267146
1000,0.9513488371996051,0.9464101828656792,0.9484254771709532,3,3,0.5,binary,,18.420699693267146
1000,0.7537094165623253,0.7255221557440488,0.7250191590276622,1,3,0.25,binary,,22.229964825261934
1000,0.95139581223087,0.9569521517780117,0.956902947655829,1,3,0.5,binary,,22.229964825261934
1000,0.68173374930311,0.7249618334201431,0.7292501250370272,3,3,0.25,binary,,26.826957952797247
1000,0.9578591818295531,0.9640636248598824,0.9640346593146167,1,3,0.5,binary,,26.826957952797247
1000,0.7461062913621072,0.7330186502701096,0.7327725192612876,1,3,0.25,binary,,32.374575428176435
1000,0.9665641341917719,0.9696608315104435,0.9700201104435472,3,3,0.5,binary,,32.374575428176435
1000,0.7679130211370071,0.7358737196217964,0.7357022799231199,1,3,0.25,binary,,39.06939937054613
1000,0.9790626497479998,0.9750432994826702,0.9750334120563499,1,3,0.5,binary,,39.06939937054613
1000,0.722365112110396,0.7382564573347725,0.7381373171532801,1,3,0.25,binary,,47.1486636345739
1000,0.968888029854122,0.9792309915891012,0.9792252501322203,1,3,0.5,binary,,47.1486636345739
1000,0.6884518136282155,0.7402426180041554,0.7401599840824578,1,3,0.25,binary,,56.89866029018293
1000,0.9848763684448634,0.9827284431973368,0.9827251201610104,1,3,0.5,binary,,56.89866029018293
1000,0.7323507644594678,0.7398625635403248,0.7418393313131153,3,3,0.25,binary,,68.66488450042998
1000,0.98537319542832,0.9855945776474948,0.9856436478423753,3,3,0.5,binary,,68.66488450042998
1000,0.7356090254591037,0.7413240795166521,0.7432331137704535,3,3,0.25,binary,,82.86427728546842
1000,0.982674374860384,0.9880759718873382,0.988074867482548,1,3,0.5,binary,,82.86427728546842
1000,0.7803644720929744,0.7431131538921141,0.7443895459417699,3,3,0.25,binary,,100.0
1000,0.9897452078851543,0.9900990099009901,0.9900983752158351,1,2,0.5,binary,,100.0
1000,0.0038975817197116984,0.0038986531460648926,0.0037439569000690142,3,3,,gauss_bernouilli,0.25,0.01
1000,0.007215786725928858,0.006424946141353283,0.00654368930081143,3,3,,gauss_bernouilli,0.5,0.01
1000,0.0045954648373892765,0.004562175038957834,0.004592518311103582,3,3,,gauss_bernouilli,0.25,0.012067926406393288
1000,0.008227339313002681,0.008137799560236832,0.007967593602018257,3,3,,gauss_bernouilli,0.5,0.012067926406393288
1000,0.006099790176697651,0.005780331643272593,0.0056314392063008,3,3,,gauss_bernouilli,0.25,0.014563484775012436
1000,0.009976025371155006,0.009675041326873548,0.00969659956388345,3,3,,gauss_bernouilli,0.5,0.014563484775012436
1000,0.00705213625878433,0.00717525527473239,0.006901613299321476,3,3,,gauss_bernouilli,0.25,0.017575106248547922
1000,0.011385417515861924,0.011917080097695725,0.011793191135022153,3,3,,gauss_bernouilli,0.5,0.017575106248547922
1000,0.007902550404076225,0.008083909394846586,0.00845169145996439,3,3,,gauss_bernouilli,0.25,0.021209508879201904
1000,0.014495766099536544,0.01418467251457464,0.014331219147330638,3,3,,gauss_bernouilli,0.5,0.021209508879201904
1000,0.008959982413875899,0.010583078555750762,0.010339037282082757,3,3,,gauss_bernouilli,0.25,0.025595479226995357
1000,0.01853895198105166,0.017161497587691015,0.01739730642128119,3,3,,gauss_bernouilli,0.5,0.025595479226995357
1000,0.012734691510163628,0.012778995914139765,0.012630538449637295,3,3,,gauss_bernouilli,0.25,0.030888435964774818
1000,0.022213440793678842,0.020268587543929725,0.021092110864524484,3,3,,gauss_bernouilli,0.5,0.030888435964774818
1000,0.01574113356457246,0.015355438804566253,0.01540310821285515,3,3,,gauss_bernouilli,0.25,0.0372759372031494
1000,0.02543935547156599,0.025797320674611,0.025531257271672332,3,3,,gauss_bernouilli,0.5,0.0372759372031494
1000,0.02039040420332614,0.019411120952480106,0.018743642094441612,3,3,,gauss_bernouilli,0.25,0.04498432668969444
1000,0.0316450104277806,0.03052190918138299,0.030845668884912022,3,3,,gauss_bernouilli,0.5,0.04498432668969444
1000,0.02031217112700239,0.02274347607976852,0.022748115042090743,3,3,,gauss_bernouilli,0.25,0.054286754393238594
1000,0.03731021428126958,0.03693897813537467,0.03718093581445649,3,3,,gauss_bernouilli,0.5,0.054286754393238594
1000,0.028366638942190766,0.030121552690577282,0.02751942320678794,3,3,,gauss_bernouilli,0.25,0.0655128556859551
1000,0.04428432051603155,0.04408479138325163,0.04469525738201525,3,3,,gauss_bernouilli,0.5,0.0655128556859551
1000,0.03134299811117755,0.032582128624057176,0.0331635119371759,3,3,,gauss_bernouilli,0.25,0.07906043210907697
1000,0.05890271511335717,0.05464398626430439,0.05355540718072349,3,3,,gauss_bernouilli,0.5,0.07906043210907697
1000,0.03392178522665941,0.0392222688123587,0.039783320857213006,3,3,,gauss_bernouilli,0.25,0.09540954763499938
1000,0.0665321471627946,0.06484566817097641,0.06393012469931052,3,3,,gauss_bernouilli,0.5,0.09540954763499938
1000,0.052826813335363695,0.045033350810927984,0.0474701674349324,3,3,,gauss_bernouilli,0.25,0.1151395399326447
1000,0.07323345408034965,0.07417325246190525,0.07598038408628802,3,3,,gauss_bernouilli,0.5,0.1151395399326447
1000,0.05493545763392528,0.05753812789564695,0.056292444490926914,3,3,,gauss_bernouilli,0.25,0.13894954943731375
1000,0.08831209678980453,0.0860133347322285,0.08984619317444738,3,3,,gauss_bernouilli,0.5,0.13894954943731375
1000,0.0706099567371544,0.06856631074662743,0.06628198589313644,3,3,,gauss_bernouilli,0.25,0.16768329368110074
1000,0.10184695886598877,0.10394600845937546,0.10563000427106246,3,3,,gauss_bernouilli,0.5,0.16768329368110074
1000,0.07578293928492567,0.07928181100585542,0.07741918824887412,3,3,,gauss_bernouilli,0.25,0.20235896477251566
1000,0.10554687510436175,0.12309900260333893,0.12337752376456897,3,3,,gauss_bernouilli,0.5,0.20235896477251566
1000,0.0872964461847666,0.08396561464102953,0.08961891500328535,3,3,,gauss_bernouilli,0.25,0.2442053094548651
1000,0.14381009093053262,0.1424039573458008,0.1430576802228986,3,3,,gauss_bernouilli,0.5,0.2442053094548651
1000,0.09289402818862853,0.10228305118423793,0.10272016697914033,3,3,,gauss_bernouilli,0.25,0.29470517025518095
1000,0.14340809458170184,0.16050095107399892,0.16454462343975107,3,3,,gauss_bernouilli,0.5,0.29470517025518095
1000,0.11955938943869011,0.11247758916105542,0.11648312428964355,3,3,,gauss_bernouilli,0.25,0.35564803062231287
1000,0.18996853840681258,0.18866537798682,0.1876055903212728,3,3,,gauss_bernouilli,0.5,0.35564803062231287
1000,0.13732030039941737,0.12936298229289991,0.130596965640826,3,3,,gauss_bernouilli,0.25,0.42919342601287763
1000,0.20056221577737524,0.21315879749884073,0.2118988426400478,3,3,,gauss_bernouilli,0.5,0.42919342601287763
1000,0.13447446623250112,0.15015727416056562,0.14470041268344272,3,3,,gauss_bernouilli,0.25,0.517947467923121
1000,0.254565218919895,0.22550488358326617,0.23698516709064354,3,3,,gauss_bernouilli,0.5,0.517947467923121
1000,0.15889587471651292,0.1646187293388335,0.15841413031634186,3,3,,gauss_bernouilli,0.25,0.6250551925273969
1000,0.27554893057749996,0.25997936356799667,0.26235433038650674,3,3,,gauss_bernouilli,0.5,0.6250551925273969
1000,0.16313175352547615,0.1600423789789301,0.17138048379221746,3,3,,gauss_bernouilli,0.25,0.7543120063354615
1000,0.29968882243133976,0.2882538567925846,0.28746458356751536,3,3,,gauss_bernouilli,0.5,0.7543120063354615
1000,0.19544158597999234,0.1854683193105681,0.18330296577541336,3,3,,gauss_bernouilli,0.25,0.9102981779915218
1000,0.32682904568881466,0.31660510843821243,0.31178964671320636,3,3,,gauss_bernouilli,0.5,0.9102981779915218
1000,0.19131259417885468,0.18673983126976493,0.19397642536264298,3,3,,gauss_bernouilli,0.25,1.0985411419875584
1000,0.3586789084779796,0.3344509385830909,0.3348649104736949,3,3,,gauss_bernouilli,0.5,1.0985411419875584
1000,0.16812530756505448,0.20158401066788068,0.20330109112784606,3,3,,gauss_bernouilli,0.25,1.325711365590108
1000,0.3459647183973439,0.35364533390866465,0.3563241348506231,3,3,,gauss_bernouilli,0.5,1.325711365590108
1000,0.20012124257757422,0.2131389443007964,0.21127796757412104,3,3,,gauss_bernouilli,0.25,1.5998587196060574
1000,0.3700516817967457,0.3772842424985703,0.3759201923087989,3,3,,gauss_bernouilli,0.5,1.5998587196060574
1000,0.21125202183908448,0.21626494608880442,0.21798870568316933,3,3,,gauss_bernouilli,0.25,1.9306977288832496
1000,0.395694399682132,0.39714887333405335,0.3935276715776134,1,3,,gauss_bernouilli,0.5,1.9306977288832496
1000,0.2139545195947327,0.22577474131677094,0.2235671020804379,1,3,,gauss_bernouilli,0.25,2.329951810515372
1000,0.44475231018599,0.410196381587293,0.4091297721361143,3,3,,gauss_bernouilli,0.5,2.329951810515372
1000,0.23892642583622806,0.22958696225441452,0.22817035305027145,1,3,,gauss_bernouilli,0.25,2.811768697974228
1000,0.4470537767466891,0.42195321645772266,0.42279513923837564,3,3,,gauss_bernouilli,0.5,2.811768697974228
1000,0.22280231831043681,0.23251029177562413,0.2319561603087939,3,3,,gauss_bernouilli,0.25,3.3932217718953264
1000,0.4451741475712,0.43578583120932946,0.43465119131744334,1,3,,gauss_bernouilli,0.5,3.3932217718953264
1000,0.249036964693634,0.23561536897668178,0.2350682783492675,1,3,,gauss_bernouilli,0.25,4.094915062380423
1000,0.42731745365072654,0.44366392731672116,0.44485930431151705,3,3,,gauss_bernouilli,0.5,4.094915062380423
1000,0.2488818841056331,0.23796158500089784,0.23762994193925363,1,3,,gauss_bernouilli,0.25,4.941713361323833
1000,0.43652964826989216,0.4540585871764511,0.4535949603816226,1,3,,gauss_bernouilli,0.5,4.941713361323833
1000,0.2561049685980519,0.23956662445453508,0.23974289474388413,3,3,,gauss_bernouilli,0.25,5.963623316594643
1000,0.43033195453235473,0.4558674482235057,0.46103375402535074,3,3,,gauss_bernouilli,0.5,5.963623316594643
1000,0.2591568502588181,0.24040598700957008,0.2414894839971549,3,3,,gauss_bernouilli,0.25,7.196856730011514
1000,0.48303413382444005,0.4647072646611443,0.46734265274578846,3,3,,gauss_bernouilli,0.5,7.196856730011514
1000,0.2477939381868143,0.2425956249230897,0.24293588805909497,3,3,,gauss_bernouilli,0.25,8.68511373751352
1000,0.5047486610581733,0.47278204634756354,0.4726752563448634,1,3,,gauss_bernouilli,0.5,8.68511373751352
1000,0.281553818739644,0.24417582377749641,0.2441353532333985,1,3,,gauss_bernouilli,0.25,10.481131341546853
1000,0.4617679532665087,0.4769989531678512,0.4771697591939372,3,3,,gauss_bernouilli,0.5,10.481131341546853
1000,0.2674504202696126,0.24456519961956563,0.2451309570298155,3,3,,gauss_bernouilli,0.25,12.648552168552959
1000,0.4804851709054511,0.4807738437613041,0.4809485776841703,3,3,,gauss_bernouilli,0.5,12.648552168552959
1000,0.21951110338242638,0.24565247913492638,0.24595779237650855,3,3,,gauss_bernouilli,0.25,15.264179671752318
1000,0.46137430828388837,0.48414126169546445,0.48411892483836,1,3,,gauss_bernouilli,0.5,15.264179671752318
1000,0.2838101176974631,0.24665250895645124,0.24664463605636647,1,3,,gauss_bernouilli,0.25,18.420699693267146
1000,0.5008296299148143,0.48678695798501775,0.4867738798511351,1,3,,gauss_bernouilli,0.5,18.420699693267146
1000,0.21309001798683863,0.24708923214725576,0.24721521260472942,3,3,,gauss_bernouilli,0.25,22.229964825261934
1000,0.4876811170751976,0.48900130282110466,0.48899368351161404,1,3,,gauss_bernouilli,0.5,22.229964825261934
1000,0.22900228768701333,0.2470754377582558,0.24768915885933568,3,3,,gauss_bernouilli,0.25,26.826957952797247
1000,0.5326897359662806,0.4907811852662427,0.49084710383798613,3,3,,gauss_bernouilli,0.5,26.826957952797247
1000,0.22783810391979584,0.24781831804195806,0.2480827716032122,3,3,,gauss_bernouilli,0.25,32.374575428176435
1000,0.42465713096333957,0.49239533905019717,0.4923927826547343,1,3,,gauss_bernouilli,0.5,32.374575428176435
1000,0.24279390349976984,0.24841045384719643,0.24840959765343784,1,2,,gauss_bernouilli,0.25,39.06939937054613
1000,0.502062919785152,0.49368198648508954,0.493680512354024,1,3,,gauss_bernouilli,0.5,39.06939937054613
1000,0.30310599909984465,0.24840161237886982,0.2486809075398751,3,2,,gauss_bernouilli,0.25,47.1486636345739
1000,0.5190125377776414,0.4945283520101499,0.4947524150469971,3,2,,gauss_bernouilli,0.5,47.1486636345739
1000,0.2558555954765813,0.24890636106458763,0.24890608104192657,1,2,,gauss_bernouilli,0.25,56.89866029018293
1000,0.49207529276630746,0.4953914183415268,0.4956440106579813,3,2,,gauss_bernouilli,0.5,56.89866029018293
1000,0.2731707514596875,0.24909308416529946,0.24909292422891222,1,2,,gauss_bernouilli,0.25,68.66488450042998
1000,0.47004996474251487,0.49624936951585374,0.4963851698384905,3,2,,gauss_bernouilli,0.5,68.66488450042998
1000,0.24840809552934626,0.24907795702057112,0.2492479320110492,3,2,,gauss_bernouilli,0.25,82.86427728546842
1000,0.45127780200762707,0.4970011135687782,0.49700095371027064,1,2,,gauss_bernouilli,0.5,82.86427728546842
1000,0.24467272410690993,0.24937655860349128,0.24937650652621823,1,2,,gauss_bernouilli,0.25,100.0
1000,0.4668645481625659,0.49751243781094534,0.4975123463801261,1,2,,gauss_bernouilli,0.5,100.0
