N,alpha,ensemble_type,mean_prior,mse,mse_ep,mse_se,n_iter_ep,n_iter_se,prior_type
1000,1.9530201342281879,complex_gaussian,-1.0,0.11596547685952484,0.10526293685648014,0.06765522758973952,16,146,gaussian
1000,1.9731543624161072,complex_gaussian,-1.0,0.1347385688188311,0.12702015582537218,0.04541723100311257,13,209,gaussian
1000,1.9932885906040267,complex_gaussian,-1.0,0.09583188049493077,0.08678932271630546,0.019793375549015724,16,250,gaussian
1000,2.013422818791946,complex_gaussian,-1.0,0.018191907707978197,0.015001513611316408,0.0014648626593641856,74,250,gaussian
1000,2.033557046979866,complex_gaussian,-1.0,0.0003569475047469508,2.778391334656849e-05,2.90795976570779e-05,222,242,gaussian
1000,2.053691275167785,complex_gaussian,-1.0,0.06895523410562865,0.07157604253118599,1.771876010991935e-05,14,169,gaussian
1000,2.0738255033557045,complex_gaussian,-1.0,0.0011882781700537294,1.2256731701576484e-05,1.2221184510385896e-05,127,133,gaussian
1000,2.093959731543624,complex_gaussian,-1.0,0.0007587330797883789,9.730345920666572e-06,9.193926325701263e-06,111,111,gaussian
1000,2.1140939597315436,complex_gaussian,-1.0,0.014661007547018918,0.008968481887556612,7.509233392766212e-06,29,95,gaussian
1000,2.134228187919463,complex_gaussian,-1.0,0.004292602770775178,5.866334825910258e-06,6.377026685266962e-06,85,84,gaussian
1000,2.154362416107382,complex_gaussian,-1.0,0.0037122253987233195,5.1598212312820024e-06,5.244761466349779e-06,76,76,gaussian
1000,2.174496644295302,complex_gaussian,-1.0,0.006267573381295497,5.118885495258851e-06,4.8845725303392484e-06,71,69,gaussian
1000,2.1946308724832213,complex_gaussian,-1.0,0.007296794126275064,3.205808798201204e-06,4.08627082626456e-06,65,64,gaussian
1000,2.2147651006711406,complex_gaussian,-1.0,0.001974705385563283,3.746132877013864e-06,3.3521239337641617e-06,59,60,gaussian
1000,2.2348993288590604,complex_gaussian,-1.0,0.0002401254080646779,3.2351179281020492e-06,3.1603352260711763e-06,56,56,gaussian
1000,2.2550335570469797,complex_gaussian,-1.0,0.0038690344701875945,2.4734140537940874e-06,2.625395420841059e-06,54,53,gaussian
1000,2.275167785234899,complex_gaussian,-1.0,0.004462836770919945,2.684944837683112e-06,2.5202925731937498e-06,49,50,gaussian
1000,2.295302013422819,complex_gaussian,-1.0,0.005167453595044458,2.052208748604123e-06,2.065622596747474e-06,48,48,gaussian
1000,2.315436241610738,complex_gaussian,-1.0,0.0009922759070209698,2.2344850730826593e-06,2.38722952072834e-06,45,45,gaussian
1000,2.3355704697986575,complex_gaussian,-1.0,0.00023294296685801792,1.820446609790416e-06,1.7057914214468892e-06,44,44,gaussian
1000,2.3557046979865772,complex_gaussian,-1.0,0.0007365755413886219,1.5737403693538707e-06,1.7128155853640692e-06,42,42,gaussian
1000,2.3758389261744965,complex_gaussian,-1.0,0.0014186753785746277,1.5078346149444144e-06,1.8354123769714905e-06,41,40,gaussian
1000,2.395973154362416,complex_gaussian,-1.0,0.0005635469016120327,1.4733666859889638e-06,1.5026821631458631e-06,39,39,gaussian
1000,2.4161073825503356,complex_gaussian,-1.0,0.006578876475958788,1.480166794354254e-06,1.2411232294118335e-06,38,38,gaussian
1000,2.436241610738255,complex_gaussian,-1.0,0.004732318594199565,1.2097468977678716e-06,1.5633119794244976e-06,37,36,gaussian
1000,2.4563758389261743,complex_gaussian,-1.0,0.00041301197172581393,1.1131196006042288e-06,1.4355266473309314e-06,36,35,gaussian
1000,2.4765100671140936,complex_gaussian,-1.0,0.00256596510005188,9.542887781099907e-07,1.361988496539901e-06,35,34,gaussian
1000,2.4966442953020134,complex_gaussian,-1.0,0.0039240955040565,1.1223387752501424e-06,1.333700217598377e-06,33,33,gaussian
1000,2.5167785234899327,complex_gaussian,-1.0,0.002045973284024419,1.2781915529336274e-06,8.885888662657493e-07,32,33,gaussian
1000,2.536912751677852,complex_gaussian,-1.0,0.00010835936060823163,9.885965502887117e-07,9.130198607154582e-07,32,32,gaussian
1000,2.557046979865772,complex_gaussian,-1.0,0.0005106163944046944,1.024481412703615e-06,9.490085840502259e-07,31,31,gaussian
1000,2.577181208053691,complex_gaussian,-1.0,0.00027569777759176326,1.0485895129974665e-06,1.0356424609003767e-06,30,30,gaussian
1000,2.5973154362416104,complex_gaussian,-1.0,0.0013527568708989735,7.623297372250093e-07,7.284050115297092e-07,30,30,gaussian
1000,2.61744966442953,complex_gaussian,-1.0,0.0002703568080753468,9.031430843187139e-07,8.320748062784489e-07,29,29,gaussian
1000,2.6375838926174495,complex_gaussian,-1.0,0.0005225280587825765,8.859423537010968e-07,5.966568822346474e-07,28,29,gaussian
1000,2.657718120805369,complex_gaussian,-1.0,0.00043536302411382625,6.75621933621251e-07,7.114975691946412e-07,28,28,gaussian
1000,2.6778523489932886,complex_gaussian,-1.0,0.0032484521520911662,5.577500746811737e-07,8.71971751359446e-07,28,27,gaussian
1000,2.697986577181208,complex_gaussian,-1.0,0.0069019794018494625,6.835366685997712e-07,6.467282392952356e-07,27,27,gaussian
1000,2.7181208053691273,complex_gaussian,-1.0,0.0005278505033567864,7.502655792190893e-07,4.740902724842399e-07,26,27,gaussian
1000,2.7382550335570466,complex_gaussian,-1.0,0.00062959655600121,5.989627716029844e-07,6.146805567874836e-07,26,26,gaussian
1000,2.7583892617449663,complex_gaussian,-1.0,0.0014315461398154443,5.371303715140385e-07,4.6541325215976315e-07,26,26,gaussian
1000,2.7785234899328857,complex_gaussian,-1.0,0.004645279680687405,7.155185632878869e-07,6.279937598829832e-07,25,25,gaussian
1000,2.798657718120805,complex_gaussian,-1.0,0.00010149640114789285,5.24938702062272e-07,4.832534187260151e-07,25,25,gaussian
1000,2.8187919463087248,complex_gaussian,-1.0,0.0010574641122269824,3.8613979425061734e-07,3.728255940638192e-07,25,25,gaussian
1000,2.838926174496644,complex_gaussian,-1.0,0.008351940695888856,6.25506736295911e-07,5.298136316334023e-07,24,24,gaussian
1000,2.8590604026845634,complex_gaussian,-1.0,0.004052942376297898,4.372352538917213e-07,4.101496826613982e-07,24,24,gaussian
1000,2.879194630872483,complex_gaussian,-1.0,0.0007883158856380523,5.927522820359243e-07,6.052847093540592e-07,23,23,gaussian
1000,2.8993288590604025,complex_gaussian,-1.0,0.007695410266429247,4.883890745155384e-07,4.815898271282038e-07,23,23,gaussian
1000,2.919463087248322,complex_gaussian,-1.0,0.0003169460431228849,4.276390446200651e-07,3.839312654463356e-07,23,23,gaussian
1000,2.9395973154362416,complex_gaussian,-1.0,0.002324876351386616,3.186759933715422e-07,3.067035734272139e-07,23,23,gaussian
1000,2.959731543624161,complex_gaussian,-1.0,0.007897000535577244,4.895211429545299e-07,4.810546474498523e-07,22,22,gaussian
1000,2.9798657718120802,complex_gaussian,-1.0,0.002265189994192038,3.6479160558933193e-07,3.897066129798788e-07,22,22,gaussian
1000,3.0,complex_gaussian,-1.0,0.005288081635516134,2.8652903794057494e-07,3.130791942362876e-07,22,22,gaussian
1000,0.020134228187919462,complex_gaussian,0.5,1.0320032187796269,0.9974705395203607,0.9971180274294038,1,4,gaussian
1000,0.040268456375838924,complex_gaussian,0.5,1.0101311699955577,0.99539814739429,0.994184322686142,4,5,gaussian
1000,0.060402684563758385,complex_gaussian,0.5,0.9200775237526327,0.9795643851394411,0.9911901956577139,4,5,gaussian
1000,0.08053691275167785,complex_gaussian,0.5,0.9957665225505151,0.9788839210667247,0.988150233458998,1,6,gaussian
1000,0.10067114093959731,complex_gaussian,0.5,1.0043811465871146,0.9943458403929544,0.9850405069220491,5,6,gaussian
1000,0.12080536912751677,complex_gaussian,0.5,0.9456927473104316,0.9864388322679433,0.9818798313426905,2,6,gaussian
1000,0.14093959731543623,complex_gaussian,0.5,0.9718880552633782,0.9914887776842242,0.978651920777548,2,7,gaussian
1000,0.1610738255033557,complex_gaussian,0.5,0.9965185884297736,0.9866821391380345,0.9752416141058577,7,7,gaussian
1000,0.18120805369127516,complex_gaussian,0.5,0.969726207677667,0.968178171419628,0.9719077122761979,7,7,gaussian
1000,0.20134228187919462,complex_gaussian,0.5,0.9400428039903455,0.9655685910229139,0.9685031676297629,3,8,gaussian
1000,0.22147651006711408,complex_gaussian,0.5,0.9690758158254975,0.9570348984061552,0.9650232620080088,4,8,gaussian
1000,0.24161073825503354,complex_gaussian,0.5,0.9930335084357161,0.9548510943650443,0.9614690069942664,2,8,gaussian
1000,0.261744966442953,complex_gaussian,0.5,1.0117717863235665,0.9590240986287731,0.9579207275485047,10,8,gaussian
1000,0.28187919463087246,complex_gaussian,0.5,1.0329800374928355,0.9609988501079353,0.9542864177612782,4,9,gaussian
1000,0.30201342281879195,complex_gaussian,0.5,0.9529751870752045,0.9429610287118447,0.9503701518717846,5,9,gaussian
1000,0.3221476510067114,complex_gaussian,0.5,0.929272320338498,0.9317888910701552,0.9465729760907697,4,9,gaussian
1000,0.3422818791946308,complex_gaussian,0.5,0.940670956460891,0.9445375828926011,0.942650788434366,3,9,gaussian
1000,0.3624161073825503,complex_gaussian,0.5,0.9620022537997873,0.9318872865291377,0.9387411273757206,1,10,gaussian
1000,0.3825503355704698,complex_gaussian,0.5,0.9011582333461344,0.910266257813192,0.9347071985910717,10,10,gaussian
1000,0.40268456375838924,complex_gaussian,0.5,0.9700106093249792,0.9275478102348448,0.9305939970928345,3,10,gaussian
1000,0.42281879194630867,complex_gaussian,0.5,0.945305354541304,0.9358431457246519,0.9263855608367956,2,10,gaussian
1000,0.44295302013422816,complex_gaussian,0.5,0.9656673296750675,0.9344164783972323,0.9221661663838504,5,11,gaussian
1000,0.46308724832214765,complex_gaussian,0.5,0.8645035759460463,0.9014820992087019,0.917618823509955,7,11,gaussian
1000,0.4832214765100671,complex_gaussian,0.5,0.9163409751820835,0.9175810422516992,0.9132185378266194,6,11,gaussian
1000,0.5033557046979865,complex_gaussian,0.5,0.8979044272358396,0.9012745571187558,0.908658067397203,1,11,gaussian
1000,0.523489932885906,complex_gaussian,0.5,0.9124525944545832,0.8972728300555364,0.9041787919248184,4,12,gaussian
1000,0.5436241610738255,complex_gaussian,0.5,0.8891974769119422,0.9245713128844593,0.8994225321345318,2,12,gaussian
1000,0.5637583892617449,complex_gaussian,0.5,0.8571716930487859,0.890120509515135,0.8946258397632987,6,12,gaussian
1000,0.5838926174496644,complex_gaussian,0.5,0.8857999842831487,0.8939601367144183,0.8896387869617115,5,13,gaussian
1000,0.6040268456375839,complex_gaussian,0.5,0.9078793044206394,0.8900222378978665,0.8846218021548702,3,13,gaussian
1000,0.6241610738255033,complex_gaussian,0.5,0.8947207891250077,0.8859988602689136,0.8794437419239081,4,13,gaussian
1000,0.6442953020134228,complex_gaussian,0.5,0.9152288644520921,0.865035346073111,0.874348410741389,3,13,gaussian
1000,0.6644295302013422,complex_gaussian,0.5,0.880690245002442,0.8567157704087899,0.869070521461578,8,14,gaussian
1000,0.6845637583892616,complex_gaussian,0.5,0.8930903423161101,0.8739249640200775,0.8637910391912742,5,14,gaussian
1000,0.7046979865771812,complex_gaussian,0.5,0.8384694596166503,0.8574506745757785,0.8581896055098828,4,14,gaussian
1000,0.7248322147651006,complex_gaussian,0.5,0.9032717369656776,0.8406084057318074,0.852625007511546,6,15,gaussian
1000,0.7449664429530201,complex_gaussian,0.5,0.9005879118534215,0.8432793009353976,0.8468503982053699,3,15,gaussian
1000,0.7651006711409396,complex_gaussian,0.5,0.8510146740823555,0.8252398625089102,0.8410146669023324,7,15,gaussian
1000,0.785234899328859,complex_gaussian,0.5,0.870304450936848,0.8526014044901735,0.8351268717573402,4,16,gaussian
1000,0.8053691275167785,complex_gaussian,0.5,0.8404335541911571,0.8206861794264143,0.8290800294309852,3,16,gaussian
1000,0.8255033557046979,complex_gaussian,0.5,0.832026755986348,0.838462192427817,0.8227424850044324,7,16,gaussian
1000,0.8456375838926173,complex_gaussian,0.5,0.763882497367103,0.7960809099799082,0.8165955097149601,5,17,gaussian
1000,0.8657718120805369,complex_gaussian,0.5,0.8770848591288606,0.8631618666402415,0.8103649068817123,3,17,gaussian
1000,0.8859060402684563,complex_gaussian,0.5,0.9122253619694397,0.8489743305826288,0.8038460790369523,2,17,gaussian
1000,0.9060402684563758,complex_gaussian,0.5,0.8016754014788644,0.7596692874195393,0.7969584630106112,6,18,gaussian
1000,0.9261744966442953,complex_gaussian,0.5,0.888887038185055,0.8266554000348021,0.7900484747956875,4,18,gaussian
1000,0.9463087248322147,complex_gaussian,0.5,0.7647562074605363,0.7742589372771013,0.783170787992907,6,18,gaussian
1000,0.9664429530201342,complex_gaussian,0.5,0.7399853812548403,0.7642224584172561,0.7762324499762656,7,19,gaussian
1000,0.9865771812080536,complex_gaussian,0.5,0.7316961299612978,0.7735469873413007,0.7690212317050156,3,19,gaussian
1000,1.006711409395973,complex_gaussian,0.5,0.7529740606696523,0.7592357171395662,0.7615824389104315,5,19,gaussian
1000,1.0268456375838926,complex_gaussian,0.5,0.7985168748554734,0.7598332870875003,0.7543245599456614,3,20,gaussian
1000,1.046979865771812,complex_gaussian,0.5,0.7578869232537085,0.7662396409960776,0.7463348552394946,3,20,gaussian
1000,1.0671140939597314,complex_gaussian,0.5,0.7665736545053206,0.71722690646565,0.7384337743931493,5,21,gaussian
1000,1.087248322147651,complex_gaussian,0.5,0.7024934460276248,0.7222799385339641,0.7307182709655735,5,21,gaussian
1000,1.1073825503355703,complex_gaussian,0.5,0.7155801420541359,0.7420662597517776,0.7226805992188325,8,21,gaussian
1000,1.1275167785234899,complex_gaussian,0.5,0.7782517907213093,0.7273920818158301,0.7142755075843588,3,22,gaussian
1000,1.1476510067114094,complex_gaussian,0.5,0.8222577791042304,0.8013156049168443,0.7058617369121829,1,22,gaussian
1000,1.1677852348993287,complex_gaussian,0.5,0.815017971023568,0.7638518363625808,0.6972696597217272,2,23,gaussian
1000,1.1879194630872483,complex_gaussian,0.5,0.6848116732320564,0.6966666369514902,0.6887353970135326,6,23,gaussian
1000,1.2080536912751678,complex_gaussian,0.5,0.6975970350111568,0.6873075907576226,0.6796481862097867,5,24,gaussian
1000,1.2281879194630871,complex_gaussian,0.5,0.791756157574573,0.7453662225026506,0.6701032073135706,2,24,gaussian
1000,1.2483221476510067,complex_gaussian,0.5,0.7351908034465883,0.6948154464353364,0.6610635461149301,5,25,gaussian
1000,1.268456375838926,complex_gaussian,0.5,0.6828101392599851,0.6710452414777814,0.6517002349743957,8,25,gaussian
1000,1.2885906040268456,complex_gaussian,0.5,0.6592065081988032,0.6676780104878142,0.6419256425933684,5,26,gaussian
1000,1.308724832214765,complex_gaussian,0.5,0.6859681732976147,0.6634966936294628,0.6323844417627171,6,27,gaussian
1000,1.3288590604026844,complex_gaussian,0.5,0.7127018516185819,0.6458988992505668,0.6224406532637662,6,27,gaussian
1000,1.348993288590604,complex_gaussian,0.5,0.660178839596417,0.6396312866573939,0.6120807393969425,5,28,gaussian
1000,1.3691275167785233,complex_gaussian,0.5,0.5682081874815818,0.5836488764092923,0.6008781133554997,9,29,gaussian
1000,1.3892617449664428,complex_gaussian,0.5,0.6111743403530766,0.6072915439685344,0.5901946354817384,4,29,gaussian
1000,1.4093959731543624,complex_gaussian,0.5,0.6195983029381916,0.5799669355241522,0.5791487776095496,5,30,gaussian
1000,1.4295302013422817,complex_gaussian,0.5,0.6042007440064049,0.5774080727028545,0.5686445447473378,6,31,gaussian
1000,1.4496644295302012,complex_gaussian,0.5,0.6820714417891232,0.6457832268487673,0.5577405655653297,4,31,gaussian
1000,1.4697986577181208,complex_gaussian,0.5,0.5767537286360853,0.5450202741628722,0.5457205435134685,6,32,gaussian
1000,1.4899328859060401,complex_gaussian,0.5,0.4979566126298347,0.5000380325657103,0.5338278418651146,10,33,gaussian
1000,1.5100671140939597,complex_gaussian,0.5,0.55550210425503,0.5579176320079715,0.5214212208115971,6,34,gaussian
1000,1.5302013422818792,complex_gaussian,0.5,0.5031585034941352,0.5351230069940796,0.5088819722391178,6,35,gaussian
