M,N,alpha,mse_x,mse_z,mx,mz,overlap_x,overlap_z,r0,replicate,tau_x,tau_z,v0,v_noise,vx,vz
10,1000,0.01,0.338119030832564,0.9900003520799069,0.7637853924533655,0.007663105020575212,0.6439000186259329,0.006830369418461516,0,6,0.993678543070622,1,1,0.3,0.22989315061725646,0.9923368949794248
10,1000,0.01,0.13247358529327632,0.9378706605368983,0.7825759392091411,0.007697230474396299,0.39805444981172905,0.004081450825779393,0,7,1.0134928534410304,1,1,0.3,0.23091691423188923,0.9923027695256037
10,1000,0.01,0.09285374119983757,0.988577653999293,0.7769810103087786,0.007696701849772447,1.2543687106108616,0.012149916706290476,0,8,1.0078820658019523,1,1,0.3,0.23090105549317366,0.9923032981502276
10,1000,0.01,0.14154061820182925,1.039695760941731,0.7736202449953558,0.007683515670013241,0.5081526584749334,0.005390578353797897,0,9,1.0041257150957519,1,1,0.3,0.23050547010039613,0.9923164843299868
10,1000,0.01,0.1459264108839243,1.0537813638210236,0.74131680955582,0.0076224813727631124,0.34942251875732666,0.0036891184744950465,0,10,0.9699912507387124,1,1,0.3,0.22867444118289243,0.9923775186272369
10,1000,0.01,0.15819323198797783,1.0459882329190942,0.756966517730817,0.007656308690359159,1.1334928126852983,0.011773587049273794,0,11,0.9866557784415904,1,1,0.3,0.22968926071077336,0.9923436913096408
10,1000,0.01,0.18203786898738208,0.9571128880853064,0.7650610460971103,0.007670645915606955,1.068225780256178,0.011498602592018105,0,12,0.9951804235653178,1,1,0.3,0.2301193774682075,0.992329354084393
10,1000,0.01,0.14071400429403186,0.9990926647776877,0.7828889489941147,0.007699669659928632,0.8348829017937897,0.008461855585056036,0,13,1.0138790387919738,1,1,0.3,0.23099008979785915,0.9923003303400714
10,1000,0.01,0.2776203336063734,0.9515317484367136,0.7700279039448139,0.007669710900516047,1.1051219651421156,0.010685177691018568,0,14,1.0001192309602949,1,1,0.3,0.2300913270154809,0.992330289099484
10,1000,0.01,0.35081705607616903,1.0167481524471145,0.7511014912220327,0.007639169372867016,0.532380989643263,0.0054481133092907875,0,15,0.9802765724080442,1,1,0.3,0.22917508118601146,0.992360830627133
10,1000,0.01,0.4236991530294425,0.9752371246950452,0.7673108209736872,0.007671808905183153,0.9188681990340422,0.009581038880883892,0,16,0.9974650881291804,1,1,0.3,0.2301542671554932,0.9923281910948168
10,1000,0.01,0.33194437697765977,1.0078954427130251,0.7500734412199137,0.00763717546289111,0.772666525931401,0.007504243483042372,0,17,0.9791887051066459,1,1,0.3,0.22911526388673226,0.9923628245371089
10,1000,0.01,0.1444935771661922,0.9956258496369842,0.7457079964365263,0.00763394815872942,0.6464878362346497,0.006586609698024546,0,18,0.9747264411984087,1,1,0.3,0.22901844476188238,0.9923660518412706
10,1000,0.01,0.25971066892475514,0.9679769712925431,0.7645385062762057,0.007664140808819053,0.25264666788876855,0.0024808987126052296,0,19,0.994462730540777,1,1,0.3,0.22992422426457135,0.992335859191181
10,1000,0.01,0.44570857090586224,0.9820543425706101,0.5134741637254212,0.005027394561881171,0.28058595063674174,0.0025753930073906172,0,0,1.016213619913538,1,1,1.0,0.5027394561881169,0.9949726054381188
10,1000,0.01,0.5193813208625897,0.9996714700660964,0.5059969141834432,0.005004110085975011,0.3570304377167148,0.0035150027025024773,0,1,1.0064079227809493,1,1,1.0,0.5004110085975061,0.994995889914025
10,1000,0.01,0.32088341261915043,0.9679705388247698,0.5138675445498002,0.005024554301314099,0.3748460108785452,0.003720443379047482,0,2,1.0163229746812155,1,1,1.0,0.5024554301314152,0.9949754456986859
10,1000,0.01,1.1662288333790154,1.1082724813553695,0.5234153837710189,0.005052852530996632,1.185687827131281,0.010870214082737422,0,3,1.028700636870677,1,1,1.0,0.5052852530996581,0.9949471474690034
10,1000,0.01,0.8253809410414095,1.0258975197951212,0.49944061642063886,0.004979088249590036,0.39985968512979786,0.004338702998497126,0,4,0.9973494413796395,1,1,1.0,0.4979088249590007,0.99502091175041
10,1000,0.01,0.35399225237044335,1.0390223848541091,0.5067217296517186,0.005003514586960023,0.309793120848631,0.003098790833700251,0,5,1.0070731883477169,1,1,1.0,0.5003514586959983,0.99499648541304
10,1000,0.01,0.9977952587480949,0.856906023651572,0.494394764926374,0.004967978083249114,0.6392327067800534,0.006777673617014459,0,6,0.9911925732512905,1,1,1.0,0.4967978083249165,0.9950320219167509
10,1000,0.01,0.647667446283257,0.954536254560888,0.5188559837558164,0.005040877924274212,0.6432385557670248,0.006956624547441326,0,7,1.0229437761832392,1,1,1.0,0.5040877924274227,0.9949591220757258
10,1000,0.01,0.2985510078009209,0.9201137639471053,0.5073715244723601,0.005006698598279846,0.7512666010652079,0.0073369661904289655,0,8,1.00804138430035,1,1,1.0,0.5006698598279898,0.9949933014017202
10,1000,0.01,0.2914811624296834,0.9427745020757995,0.5041755271218262,0.005004470631740254,0.50612962884605,0.0048785509527218655,0,9,1.004622590295857,1,1,1.0,0.5004470631740308,0.9949955293682597
10,1000,0.01,0.7469793653382035,0.9478546593506672,0.5004491199768628,0.004986162860725507,0.49179853125742745,0.005054123650742449,0,10,0.999065406049413,1,1,1.0,0.49861628607255015,0.9950138371392745
10,1000,0.01,0.3524402456834979,0.9298525774933303,0.5102278491548411,0.00501500849634684,0.5075285027196264,0.0050542280634861105,0,11,1.0117286987895213,1,1,1.0,0.5015008496346802,0.9949849915036532
10,1000,0.01,0.6028815898990572,0.9792432004480187,0.5050083818868378,0.0049979888542459605,0.2919991556992325,0.0027056237916120436,0,12,1.0048072673114377,1,1,1.0,0.4997988854245999,0.995002011145754
10,1000,0.01,0.49649539789883795,1.0254209761553021,0.48564147934504065,0.004935383021621553,0.5001037860330595,0.005461783216109473,0,13,0.9791797815071959,1,1,1.0,0.4935383021621552,0.9950646169783784
10,1000,0.01,0.26775505684698386,0.9900968210514638,0.4973973189519961,0.004977803588002705,0.5249109503204046,0.005114819037513933,0,14,0.995177677752265,1,1,1.0,0.49778035880026883,0.9950221964119973
10,1000,0.01,0.38418531888084906,1.0552497806880023,0.5085884979423848,0.005009518636018395,0.25596472820875615,0.0025701982945456826,0,15,1.0095403615442207,1,1,1.0,0.5009518636018359,0.9949904813639816
10,1000,0.01,0.16772556272382794,1.0162856763485473,0.4899372471467393,0.004944880189217682,0.3995118511245868,0.004257261303366965,0,16,0.984425266068506,1,1,1.0,0.4944880189217667,0.9950551198107823
10,1000,0.01,0.40441358902092794,0.9946181590272571,0.5120922150846968,0.005016935396304434,0.1942650746147975,0.0020053940075975326,0,17,1.013785754715141,1,1,1.0,0.5016935396304442,0.9949830646036956
10,1000,0.01,0.20757774124474934,1.0404193879425798,0.4888456823063298,0.004947610691898974,0.3898791273706136,0.0038282947167611386,0,18,0.9836067514962317,1,1,1.0,0.49476106918990187,0.995052389308101
10,1000,0.01,0.18720841792628554,1.0233121196302026,0.5049414556309559,0.0049968704196198255,0.29541736410138336,0.0029849167647208108,0,19,1.0046284975929347,1,1,1.0,0.4996870419619787,0.9950031295803802
11,1000,0.01148153621496883,0.11056188669830709,1.0174273410931496,0.8988758870648366,0.009982621276662607,1.404023734355848,0.01629278043516292,0,0,0.989626989579951,1,1,0.1,0.09075110251511442,0.9900173787233374
11,1000,0.01148153621496883,0.13402878665793774,1.0027083719715102,0.910199433505262,0.00999118875973004,0.6878014112070265,0.007392543262885556,0,1,1.0010284222300803,1,1,0.1,0.09082898872481822,0.99000881124027
11,1000,0.01148153621496883,0.04689714747580387,0.9602095702987132,0.9168015041498718,0.0099956664065598,1.174102008338246,0.013202502522605594,0,2,1.007671198754961,1,1,0.1,0.09086969460508912,0.9900043335934402
11,1000,0.01148153621496883,0.09648206038403484,1.0587211457368695,0.9001094821239743,0.009980422148399781,0.6884608791321151,0.00728199149037717,0,3,0.9908405925639723,1,1,0.1,0.09073111043999799,0.9900195778516002
11,1000,0.01148153621496883,0.18065084673744702,1.0022074623824033,0.9096033415860494,0.009986438576363832,1.436254945894087,0.015749425948070786,0,4,1.0003891468257202,1,1,0.1,0.09078580523967085,0.9900135614236362
11,1000,0.01148153621496883,0.12361180095505463,0.9359713433680681,0.9073537251689124,0.009987541887806373,0.7577393177303492,0.008677016688555236,0,5,0.9981495605126072,1,1,0.1,0.0907958353436947,0.9900124581121936
11,1000,0.01148153621496883,0.11332194770321723,1.0232555526647988,0.9067966732364083,0.009987247040857739,0.6944899908847523,0.007955835614317293,0,6,0.9975898281532968,1,1,0.1,0.09079315491688845,0.9900127529591423
11,1000,0.01148153621496883,0.1316068931259811,0.9601005111460034,0.8913156603092789,0.0099725950479147,0.9006182364857122,0.010201297154821026,0,7,0.981975615290322,1,1,0.1,0.09065995498104308,0.9900274049520853
11,1000,0.01148153621496883,0.07816037248302794,1.0093056534849856,0.908984530949978,0.009991431707711995,0.579008967474688,0.006151343323333823,0,8,0.9998157282928145,1,1,0.1,0.09083119734283646,0.990008568292288
11,1000,0.01148153621496883,0.07935226482527202,1.0319686931595946,0.9037929594840243,0.009983113355007123,0.4816350461263475,0.00576483002348132,0,9,0.9945485354386346,1,1,0.1,0.0907555759546104,0.9900168866449929
11,1000,0.01148153621496883,0.100337560818774,0.9334385079297907,0.9057808091962483,0.009988201123818374,0.9124297669192521,0.010366695475380158,0,10,0.9965826375945976,1,1,0.1,0.09080182839834933,0.9900117988761816
11,1000,0.01148153621496883,0.06321360986446027,1.0253554223784143,0.8836486386496342,0.009968176752384594,0.7462361697854892,0.008443099094154128,0,11,0.9742684273076757,1,1,0.1,0.09061978865804156,0.9900318232476154
11,1000,0.01148153621496883,0.05992271330418633,1.0048329658533777,0.9082958441161784,0.009988208023748002,1.3069396048524764,0.014925449512774934,0,12,0.9990977352411601,1,1,0.1,0.09080189112498174,0.990011791976252
11,1000,0.01148153621496883,0.10321502308840104,1.0381417607229027,0.8883976573410381,0.009970086211577578,1.1978920729473062,0.013419881246219996,0,13,0.9790348047190164,1,1,0.1,0.09063714737797825,0.9900299137884224
11,1000,0.01148153621496883,0.046904907046756435,1.0561791716694267,0.929047851518079,0.010010412495956689,1.0248153845888544,0.011307025430976997,0,14,1.0200516014813217,1,1,0.1,0.09100374996324269,0.9899895875040433
11,1000,0.01148153621496883,0.030166721919479823,0.9507247338215675,0.9457111056673522,0.010022983502642746,1.3002142341423366,0.013939555119863943,0,15,1.0368291375095586,1,1,0.1,0.0911180318422064,0.9899770164973573
11,1000,0.01148153621496883,0.10542015751239907,1.0739264692181274,0.9006236870309507,0.009984663948415795,0.7045085914270875,0.008030802533250234,0,16,0.9913933592892761,1,1,0.1,0.0907696722583253,0.9900153360515842
11,1000,0.01148153621496883,0.1482756474453671,0.961831877363519,0.913974209995278,0.00999392369037766,2.325179249499224,0.024343929556122575,0,17,1.004828061725984,1,1,0.1,0.09085385173070594,0.9900060763096223
11,1000,0.01148153621496883,0.043862149885834985,1.0351156797248982,0.895157180217203,0.009976262374954192,0.4615879075161565,0.0054403628045149146,0,18,0.9858504745349681,1,1,0.1,0.09069329431776511,0.9900237376250458
11,1000,0.01148153621496883,0.04503173718918691,0.9357853556319369,0.9160806945185416,0.009994571209733016,1.2244971828913236,0.013815565798329682,0,19,1.0069404327888414,1,1,0.1,0.09085973827029986,0.990005428790267
11,1000,0.01148153621496883,0.21697330137368456,1.0535966596671524,0.7766697867088447,0.008459411533653816,0.7015325205376285,0.008352886552122605,0,0,1.007381010353948,1,1,0.3,0.23071122364510335,0.9915405884663462
11,1000,0.01148153621496883,0.2761292661851129,1.0149168079338855,0.7508533032133151,0.008402009770431484,0.3717190080852447,0.0041139411114798335,0,1,0.9799990242250842,1,1,0.3,0.22914572101176908,0.9915979902295685
11,1000,0.01148153621496883,0.20020851313283172,0.9816015617429532,0.7536337900411827,0.008408901465912555,0.6531637603617877,0.007066478802183977,0,2,0.9829674663842518,1,1,0.3,0.22933367634306917,0.9915910985340874
11,1000,0.01148153621496883,0.06146173876719508,1.0580965127874042,0.7402169606898543,0.008383449227630235,0.8395406797689741,0.009204111160390802,0,3,0.9688564850797703,1,1,0.3,0.22863952438991603,0.9916165507723698
11,1000,0.01148153621496883,0.19475446037656194,0.9744517126794608,0.7656203661720425,0.00843568603559075,0.347281963410052,0.00373383188943866,0,4,0.9956845307790642,1,1,0.3,0.23006416460702164,0.9915643139644092
11,1000,0.01148153621496883,0.1456826227396365,0.9922983009689111,0.7609050858795713,0.008421694071922392,0.7795734400312195,0.008340764339407915,0,5,0.9905876514774546,1,1,0.3,0.22968256559788333,0.9915783059280776
11,1000,0.01148153621496883,0.2569434993183549,0.93262011985861,0.7703054293583909,0.008450142744399924,0.5011722590560036,0.00559826180663792,0,6,1.0007638678420265,1,1,0.3,0.23045843848363573,0.9915498572556001
11,1000,0.01148153621496883,0.19324650260729562,1.0238508234345,0.7637265286999089,0.008434207489915413,1.1761676188872832,0.013230655558269315,0,7,0.9937503693339648,1,1,0.3,0.23002384063405595,0.9915657925100846
11,1000,0.01148153621496883,0.23354164631156452,0.925670827482648,0.7520033339398338,0.008409295275679018,1.1427016091117008,0.012517762282651418,0,8,0.9813477505492609,1,1,0.3,0.2293444166094272,0.991590704724321
11,1000,0.01148153621496883,0.3403909524381188,1.043560257026156,0.7881115888677167,0.008480236454852075,0.43273648169010753,0.004212805520069228,0,9,1.0193907649091363,1,1,0.3,0.2312791760414196,0.9915197635451479
11,1000,0.01148153621496883,0.12480690865930266,1.0198694806224713,0.7597065679654688,0.008425785743728431,0.6020796910767099,0.0073216212159275635,0,10,0.9895007246126081,1,1,0.3,0.2297941566471393,0.9915742142562716
11,1000,0.01148153621496883,0.2803112436793565,1.0019622625009283,0.7860707643855528,0.008468161351516845,0.5496918481894814,0.0063708885151558415,0,11,1.0170206194269227,1,1,0.3,0.23094985504136992,0.9915318386484832
11,1000,0.01148153621496883,0.5019010606824618,0.9751388584574502,0.7561904311890519,0.008414400449580861,0.9870350986904314,0.01129376621882417,0,12,0.9856740798139841,1,1,0.3,0.22948364862493215,0.9915855995504191
11,1000,0.01148153621496883,0.2628395445263255,0.9279638339270516,0.755951581472064,0.008412512475623357,1.0919606074911627,0.012941542063675171,0,13,0.9853837398981562,1,1,0.3,0.22943215842609221,0.9915874875243766
11,1000,0.01148153621496883,0.25821080378729716,1.0083054107905138,0.7577619382606282,0.008417563678724704,0.8009846765094281,0.008708422046973023,0,14,0.9873318567713034,1,1,0.3,0.2295699185106752,0.9915824363212753
11,1000,0.01148153621496883,0.30586495859763185,0.9966680889516033,0.7697688405574014,0.008448182299482743,1.0936564973573726,0.01161826836488698,0,15,1.0001738123614765,1,1,0.3,0.23040497180407513,0.9915518177005173
11,1000,0.01148153621496883,0.24513470947979996,0.9492765007749074,0.7858651284707784,0.0084686227952262,0.24296946975556047,0.0026574262225491914,0,16,1.0168275683405845,1,1,0.3,0.23096243986980614,0.9915313772047738
11,1000,0.01148153621496883,0.0690655776716373,1.056286118145862,0.7470308294403151,0.008394911306149666,0.2427131019873997,0.00278044311168033,0,17,0.975982955971671,1,1,0.3,0.2289521265313559,0.9916050886938503
11,1000,0.01148153621496883,0.14543376718494613,0.983137103177535,0.7509769429778197,0.008405754280179423,0.24011765375542105,0.0026677202583150345,0,18,0.9802247869827133,1,1,0.3,0.22924784400489367,0.9915942457198206
11,1000,0.01148153621496883,0.24281177067517531,0.9421031253228594,0.7894881912857354,0.008482937081847441,0.6614817923361375,0.006453967147873936,0,19,1.0208410207906644,1,1,0.3,0.23135282950492903,0.9915170629181526
11,1000,0.01148153621496883,0.5346100649735118,0.9273298745386103,0.5037428719848265,0.005490268819385524,0.6326777526251081,0.007225264416972834,0,0,1.0028582192016962,1,1,1.0,0.4991153472168697,0.9945097311806145
11,1000,0.01148153621496883,0.15987873207568615,1.0531213267580506,0.5181756581388418,0.00554381607149379,0.07652646644914489,0.0008825613761796921,0,1,1.0221589373655526,1,1,1.0,0.5039832792267108,0.9944561839285062
11,1000,0.01148153621496883,0.5307916010645468,1.0099440995983686,0.49954077005026953,0.005477276876871384,0.9717994146094604,0.010730277805694093,0,2,0.9974750315840343,1,1,1.0,0.49793426153376474,0.9945227231231286
11,1000,0.01148153621496883,0.9369801366530722,0.9531347319081631,0.4880370496827077,0.005437233442663558,0.43506211042160864,0.0048064909647167085,0,3,0.9823309990157569,1,1,1.0,0.4942939493330492,0.9945627665573364
11,1000,0.01148153621496883,0.09916573681029366,0.9328902203952232,0.4985627882673755,0.0054747564458145215,0.44220327306678153,0.004670283545576802,0,4,0.9962679197050551,1,1,1.0,0.49770513143767964,0.9945252435541855
11,1000,0.01148153621496883,0.2843226036781061,1.050988432833254,0.5005868906718685,0.005483783411563414,0.3084461459772754,0.003338392887580276,0,5,0.9991126553594554,1,1,1.0,0.49852576468758686,0.9945162165884366
11,1000,0.01148153621496883,0.25164650024773577,1.0075529307882847,0.4972669310601067,0.005468474849228411,0.26656985081201384,0.0027101301459978356,0,6,0.9944010082626847,1,1,1.0,0.497134077202578,0.9945315251507716
11,1000,0.01148153621496883,0.6125079329252379,1.042068095887424,0.48446044230572366,0.00541826810186663,0.12876111274277632,0.0015804407399982103,0,7,0.9770302697481426,1,1,1.0,0.4925698274424189,0.9945817318981334
11,1000,0.01148153621496883,0.47653173094150786,1.0073300272996502,0.4758551673710277,0.005385749693659014,0.4657286303107503,0.004984912862298105,0,8,0.9654687758854844,1,1,1.0,0.48961360851445673,0.994614250306341
11,1000,0.01148153621496883,0.894310077503278,1.0172290240396082,0.5167278561882724,0.005537528254315638,0.01942065102457905,0.00021612051013982314,0,9,1.0201395156715132,1,1,1.0,0.5034116594832407,0.9944624717456844
11,1000,0.01148153621496883,0.6927915353791317,0.9404560857264623,0.5078426839393718,0.0055034930841737495,0.361150755974974,0.0035450445886189047,0,10,1.0081602370460727,1,1,1.0,0.5003175531067009,0.9944965069158263
11,1000,0.01148153621496883,0.4447905289481474,0.9543508514910969,0.5054546022771041,0.005501331943976284,0.65747152735915,0.007167132934054303,0,11,1.0055756880931297,1,1,1.0,0.5001210858160255,0.9944986680560237
11,1000,0.01148153621496883,0.647098381133153,1.068669826884366,0.49462835399036026,0.005454170866874053,1.0203107731717882,0.01058731760371003,0,12,0.9904620691607252,1,1,1.0,0.49583371517036495,0.994545829133126
11,1000,0.01148153621496883,0.3566734325233229,1.026293427056626,0.5039122751065583,0.005495671053655338,0.5481114415068203,0.005482465993629521,0,13,1.0035187345297678,1,1,1.0,0.4996064594232094,0.9945043289463447
11,1000,0.01148153621496883,0.557416871597034,1.0269978811997993,0.5055139535781241,0.0054999183264413665,0.5106338588449559,0.00546172614695495,0,14,1.0055065287091542,1,1,1.0,0.4999925751310302,0.9945000816735586
11,1000,0.01148153621496883,0.5858410566102908,0.9413901918452466,0.48696884371184296,0.005428673530435857,0.42892744659999005,0.005137870074045694,0,15,0.9804846192060126,1,1,1.0,0.49351577549416964,0.9945713264695641
11,1000,0.01148153621496883,0.29970751422818026,1.0414633614767017,0.49587438516251287,0.005463881579212737,0.2150155570982627,0.002274122975305025,0,16,0.9925908923636716,1,1,1.0,0.49671650720115873,0.9945361184207873
11,1000,0.01148153621496883,0.5353276347631604,0.9454668900572469,0.5073280874353168,0.005509403389654333,0.4403846154532553,0.00470013106503983,0,17,1.0081829410402516,1,1,1.0,0.5008548536049349,0.9944905966103457
11,1000,0.01148153621496883,0.1199861384375711,1.0102172817764379,0.49514217778869724,0.005463234928270833,0.3267194480086595,0.0035651287329226708,0,18,0.9917998985405958,1,1,1.0,0.49665772075189857,0.9945367650717292
11,1000,0.01148153621496883,0.7459798303008767,0.9765315162373991,0.5197960501411368,0.005552607117768726,0.5112284072199974,0.005229037987978916,0,19,1.024578515392838,1,1,1.0,0.5047824652517011,0.9944473928822313
13,1000,0.013182567385564075,0.1132929388992588,1.0020547303387126,0.9138215186202046,0.011808864021657373,0.8731955311989963,0.011731092296829839,0,0,1.0046589341714154,1,1,0.1,0.09083741555121078,0.9881911359783426
13,1000,0.013182567385564075,0.11435275406213054,0.9519650138854096,0.9065121977184999,0.011799593966475896,1.4325448584684959,0.018162505301778247,0,1,0.9972783051529299,1,1,0.1,0.09076610743443,0.9882004060335241
13,1000,0.013182567385564075,0.13808559436440782,0.9968668485097166,0.9224781561578097,0.01181839766097259,0.8713457893299794,0.011633257187877952,0,2,1.0133889073960607,1,1,0.1,0.09091075123825104,0.9881816023390274
13,1000,0.013182567385564075,0.09332769103654888,0.9417152314087466,0.9016247021525317,0.011795759371184933,1.523850687292524,0.020804741558391213,0,3,0.9923613127001077,1,1,0.1,0.09073661054757608,0.9882042406288151
13,1000,0.013182567385564075,0.05272879536100883,1.0255341337879484,0.9046331173578167,0.011799436834179833,0.4889149472890248,0.005990899164254393,0,4,0.9953980160822772,1,1,0.1,0.09076489872446049,0.9882005631658202
13,1000,0.013182567385564075,0.07803903480297948,0.9310541964119979,0.9206238791340451,0.011816018548040819,0.6192386716677597,0.007748181358412994,0,5,1.01151632950359,1,1,0.1,0.09089245036954494,0.9881839814519592
13,1000,0.013182567385564075,0.042429104304148244,0.9943284903685745,0.9385166244108193,0.011836305402314728,0.9003717762405434,0.011017294662764916,0,6,1.0295651275055482,1,1,0.1,0.09104850309472892,0.9881636945976853
13,1000,0.013182567385564075,0.07506802044069814,0.9528304605601662,0.9007428136565725,0.011793766882627343,0.9090413856965947,0.011789349554335832,0,7,0.9914640973690904,1,1,0.1,0.09072128371251792,0.9882062331173727
13,1000,0.013182567385564075,0.13098799941323888,1.0036844946531884,0.9011573832985107,0.011794493225566027,1.289134718800192,0.016704480639905782,0,8,0.9918842542644035,1,1,0.1,0.09072687096589287,0.988205506774434
13,1000,0.013182567385564075,0.09921577744472725,0.9663512866591271,0.8976716437640009,0.01179337098838007,0.5212361555396561,0.006734459599144605,0,9,0.9883898821361549,1,1,0.1,0.09071823837215398,0.9882066290116199
13,1000,0.013182567385564075,0.03521589219087408,0.9364663129144859,0.9022182324087882,0.011795571569728436,0.7383112694323667,0.00928752929152503,0,10,0.992953398329776,1,1,0.1,0.0907351659209879,0.9882044284302716
13,1000,0.013182567385564075,0.0660930129810168,0.9533075921189531,0.9157822815930716,0.011811015580122541,0.4561381162057774,0.005986011525721654,0,11,1.006636247594014,1,1,0.1,0.09085396600094241,0.9881889844198775
13,1000,0.013182567385564075,0.08762460118328877,0.911782868365827,0.9005274803426171,0.01179755037031327,0.747283451916547,0.010116820052821574,0,12,0.9912778678065656,1,1,0.1,0.09075038746394845,0.9882024496296867
